run_id,graph_id,vertices,graph_seed,remove_ratio_target,remove_ratio_actual,n_vertices,n_edges,hop_key,hops,use_reduction,use_dnc,rep,run_seed,status,error_type,error_message,elapsed_sec,timeout_sec,started_at,hostname,python_version,git_sha,sampler,num_reads,contraction_sec,n_edges_contracted,n_super_edges,n_cycle_chains,n_subgraphs,partition_target_k,qubo_vars_total,qubo_vars_max,qubo_couplings_total,n_edges_solved,peak_rss_mb,apsp_sum,strong_connect_rate,flow_score,sample_score,strongly_connected,ok
v100_s1_p0__h2__nored__r0,v100_s1_p0,100,1,0.0,0.0,100,294,h2,2,False,True,0,1849447674,ok,,,4.907236542028841,,2026-08-29T06:10:16+00:00,iyohwan-ui-Macmini.local,3.12.14,f88372a,dwave.samplers.SimulatedAnnealingSampler,100,0.00019037496531382203,294,0,0,40,38,185,17,429,294,178.984375,1.3562828282828496,1.0,104.0,,True,True
v100_s1_p0__h2__red__r0,v100_s1_p0,100,1,0.0,0.0,100,294,h2,2,True,True,0,1849447674,ok,,,4.9884359579882585,,2026-08-29T06:10:16+00:00,iyohwan-ui-Macmini.local,3.12.14,f88372a,dwave.samplers.SimulatedAnnealingSampler,100,0.00021408300381153822,294,0,0,40,38,185,17,429,294,180.1875,1.3562828282828496,1.0,104.0,,True,True
v100_s1_p0__h3__nored__r0,v100_s1_p0,100,1,0.0,0.0,100,294,h3,3,False,True,0,1849447674,ok,,,6.898707833955996,,2026-08-29T06:10:17+00:00,iyohwan-ui-Macmini.local,3.12.14,f88372a,dwave.samplers.SimulatedAnnealingSampler,100,0.0002300000051036477,294,0,0,65,67,136,10,264,294,177.0625,1.3877239057239161,1.0,124.0,,True,True
v100_s1_p0__h3__red__r0,v100_s1_p0,100,1,0.0,0.0,100,294,h3,3,True,True,0,1849447674,ok,,,7.097437874996103,,2026-08-29T06:10:17+00:00,iyohwan-ui-Macmini.local,3.12.14,f88372a,dwave.samplers.SimulatedAnnealingSampler,100,0.000210291997063905,294,0,0,65,67,136,10,264,294,180.453125,1.3877239057239161,1.0,124.0,,True,True
v100_s1_p0__h4__nored__r0,v100_s1_p0,100,1,0.0,0.0,100,294,h4,4,False,True,0,1849447674,ok,,,39.758826125005726,,2026-08-29T06:10:17+00:00,iyohwan-ui-Macmini.local,3.12.14,f88372a,dwave.samplers.SimulatedAnnealingSampler,100,0.00019358296412974596,294,0,0,87,102,145,16,367,294,477.15625,1.3704107744107856,1.0,136.0,,True,True
v100_s1_p0__h4__red__r0,v100_s1_p0,100,1,0.0,0.0,100,294,h4,4,True,True,0,1849447674,ok,,,39.71271979098674,,2026-08-29T06:10:17+00:00,iyohwan-ui-Macmini.local,3.12.14,f88372a,dwave.samplers.SimulatedAnnealingSampler,100,0.00019624998094514012,294,0,0,87,102,145,16,367,294,467.0625,1.3704107744107856,1.0,136.0,,True,True
v100_s1_p0__h2+3__nored__r0,v100_s1_p0,100,1,0.0,0.0,100,294,h2+3,2+3,False,True,0,1849447674,ok,,,7.383565208991058,,2026-08-29T06:10:19+00:00,iyohwan-ui-Macmini.local,3.12.14,f88372a,dwave.samplers.SimulatedAnnealingSampler,100,0.00020691700046882033,294,0,0,65,67,136,10,264,294,181.828125,1.385220538720552,1.0,176.0,,True,True
v100_s1_p0__h2+3__red__r0,v100_s1_p0,100,1,0.0,0.0,100,294,h2+3,2+3,True,True,0,1849447674,ok,,,7.462278084014542,,2026-08-29T06:10:18+00:00,iyohwan-ui-Macmini.local,3.12.14,f88372a,dwave.samplers.SimulatedAnnealingSampler,100,0.00019945797976106405,294,0,0,65,67,136,10,264,294,178.59375,1.385220538720552,1.0,176.0,,True,True
v100_s1_p0__h2+3+4__nored__r0,v100_s1_p0,100,1,0.0,0.0,100,294,h2+3+4,2+3+4,False,True,0,1849447674,ok,,,42.87264162499923,,2026-08-29T06:10:19+00:00,iyohwan-ui-Macmini.local,3.12.14,f88372a,dwave.samplers.SimulatedAnnealingSampler,100,0.00021887500770390034,294,0,0,87,102,145,16,365,294,461.890625,1.3758451178451325,1.0,144.0,,True,True
v100_s1_p0__h2+3+4__red__r0,v100_s1_p0,100,1,0.0,0.0,100,294,h2+3+4,2+3+4,True,True,0,1849447674,ok,,,42.36161887500202,,2026-08-29T06:10:19+00:00,iyohwan-ui-Macmini.local,3.12.14,f88372a,dwave.samplers.SimulatedAnnealingSampler,100,0.00021429097978398204,294,0,0,87,102,145,16,365,294,469.96875,1.3758451178451325,1.0,144.0,,True,True
v100_s1_p10__h2__nored__r0,v100_s1_p10,100,1,0.1,0.09863945578231292,100,265,h2,2,False,True,0,1870773349,ok,,,3.5521312080090865,,2026-08-29T06:10:22+00:00,iyohwan-ui-Macmini.local,3.12.14,f88372a,dwave.samplers.SimulatedAnnealingSampler,100,0.000278000021353364,253,12,0,20,15,209,32,681,265,176.3125,1.3631245791246003,1.0,86.0,,True,True
v100_s1_p10__h2__red__r0,v100_s1_p10,100,1,0.1,0.09863945578231292,100,265,h2,2,True,True,0,1870773349,ok,,,3.3215285419719294,,2026-08-29T06:10:22+00:00,iyohwan-ui-Macmini.local,3.12.14,f88372a,dwave.samplers.SimulatedAnnealingSampler,100,0.00027204101206734776,253,12,0,28,25,167,19,472,253,167.84375,1.390609427609444,1.0,114.0,,True,True
v100_s1_p10__h3__nored__r0,v100_s1_p10,100,1,0.1,0.09863945578231292,100,265,h3,3,False,True,0,1870773349,ok,,,5.2464744170429185,,2026-08-29T06:10:25+00:00,iyohwan-ui-Macmini.local,3.12.14,f88372a,dwave.samplers.SimulatedAnnealingSampler,100,0.0002919160178862512,253,12,0,52,57,140,13,309,265,180.90625,1.3783299663299795,1.0,86.0,,True,True
v100_s1_p10__h3__red__r0,v100_s1_p10,100,1,0.1,0.09863945578231292,100,265,h3,3,True,True,0,1870773349,ok,,,5.286231332982425,,2026-08-29T06:10:24+00:00,iyohwan-ui-Macmini.local,3.12.14,f88372a,dwave.samplers.SimulatedAnnealingSampler,100,0.000294625002425164,253,12,0,55,61,120,14,296,253,172.703125,1.3969107744107914,1.0,102.0,,True,True
v100_s1_p10__h4__nored__r0,v100_s1_p10,100,1,0.1,0.09863945578231292,100,265,h4,4,False,True,0,1870773349,ok,,,26.354519625019748,,2026-08-29T06:10:26+00:00,iyohwan-ui-Macmini.local,3.12.14,f88372a,dwave.samplers.SimulatedAnnealingSampler,100,0.00027837499510496855,253,12,0,74,75,135,13,313,265,403.328125,1.376942760942772,1.0,142.0,,True,True
v100_s1_p10__h4__red__r0,v100_s1_p10,100,1,0.1,0.09863945578231292,100,265,h4,4,True,True,0,1870773349,ok,,,26.819822999997996,,2026-08-29T06:10:26+00:00,iyohwan-ui-Macmini.local,3.12.14,f88372a,dwave.samplers.SimulatedAnnealingSampler,100,0.0002775830216705799,253,12,0,88,97,78,12,162,253,403.703125,1.373052188552211,1.0,138.0,,True,True
v100_s1_p10__h2+3__nored__r0,v100_s1_p10,100,1,0.1,0.09863945578231292,100,265,h2+3,2+3,False,True,0,1870773349,ok,,,5.656166667002253,,2026-08-29T06:10:27+00:00,iyohwan-ui-Macmini.local,3.12.14,f88372a,dwave.samplers.SimulatedAnnealingSampler,100,0.00027291703736409545,253,12,0,52,57,140,13,309,265,179.15625,1.38826767676769,1.0,102.0,,True,True
v100_s1_p10__h2+3__red__r0,v100_s1_p10,100,1,0.1,0.09863945578231292,100,265,h2+3,2+3,True,True,0,1870773349,ok,,,5.561094875039998,,2026-08-29T06:10:26+00:00,iyohwan-ui-Macmini.local,3.12.14,f88372a,dwave.samplers.SimulatedAnnealingSampler,100,0.00027983303880319,253,12,0,55,61,121,14,296,253,173.59375,1.3932508417508584,1.0,102.0,,True,True
v100_s1_p10__h2+3+4__nored__r0,v100_s1_p10,100,1,0.1,0.09863945578231292,100,265,h2+3+4,2+3+4,False,True,0,1870773349,ok,,,28.956369958992582,,2026-08-29T06:10:31+00:00,iyohwan-ui-Macmini.local,3.12.14,f88372a,dwave.samplers.SimulatedAnnealingSampler,100,0.0005204579792916775,253,12,0,74,75,138,13,315,265,405.234375,1.3890892255892353,1.0,146.0,,True,True
v100_s1_p10__h2+3+4__red__r0,v100_s1_p10,100,1,0.1,0.09863945578231292,100,265,h2+3+4,2+3+4,True,True,0,1870773349,ok,,,28.904810333042406,,2026-08-29T06:10:30+00:00,iyohwan-ui-Macmini.local,3.12.14,f88372a,dwave.samplers.SimulatedAnnealingSampler,100,0.0003178329789079726,253,12,0,88,97,87,12,161,253,405.59375,1.398208754208766,1.0,114.0,,True,True
v100_s1_p30__h2__nored__r0,v100_s1_p30,100,1,0.3,0.29931972789115646,100,206,h2,2,False,True,0,505601101,ok,,,2.190079207997769,,2026-08-29T06:10:34+00:00,iyohwan-ui-Macmini.local,3.12.14,f88372a,dwave.samplers.SimulatedAnnealingSampler,100,0.00039733300218358636,169,32,0,11,7,169,32,489,206,173.5625,1.4451560846560945,1.0,40.0,,True,True
v100_s1_p30__h2__red__r0,v100_s1_p30,100,1,0.3,0.29931972789115646,100,206,h2,2,True,True,0,505601101,ok,,,1.6702829170390032,,2026-08-29T06:10:33+00:00,iyohwan-ui-Macmini.local,3.12.14,f88372a,dwave.samplers.SimulatedAnnealingSampler,100,0.00035729201044887304,169,32,0,12,6,136,39,439,169,164.984375,1.4635404040404125,1.0,52.0,,True,True
v100_s1_p30__h3__nored__r0,v100_s1_p30,100,1,0.3,0.29931972789115646,100,206,h3,3,False,True,0,505601101,ok,,,2.8362710409564897,,2026-08-29T06:10:37+00:00,iyohwan-ui-Macmini.local,3.12.14,f88372a,dwave.samplers.SimulatedAnnealingSampler,100,0.0004049590206705034,169,32,0,18,16,147,17,559,206,174.5,1.4359420394420512,1.0,36.0,,True,True
v100_s1_p30__h3__red__r0,v100_s1_p30,100,1,0.3,0.29931972789115646,100,206,h3,3,True,True,0,505601101,ok,,,2.225562000006903,,2026-08-29T06:10:35+00:00,iyohwan-ui-Macmini.local,3.12.14,f88372a,dwave.samplers.SimulatedAnnealingSampler,100,0.00047308299690485,169,32,0,29,25,92,12,248,169,168.828125,1.5027008177008285,1.0,68.0,,True,True
