vertices,hop_key,use_reduction,n_best,n_graphs
100,h2,False,6,8
100,h2,True,2,8
100,h3,False,1,8
100,h2+3+4,True,1,8
200,h2,False,6,8
200,h2,True,2,8
200,h3,False,1,8
200,h2+3,False,1,8
300,h2,False,4,8
300,h2,True,3,8
300,h3,False,1,8
300,h2+3,False,1,8
300,h2+3+4,False,1,8
400,h2,False,6,8
400,h2,True,3,8
400,h2+3+4,False,1,8
500,h2,False,4,8
500,h2,True,2,8
500,h3,False,1,8
500,h4,False,1,8
500,h4,True,2,8
