vertices,remove_ratio_target,hop_key,use_reduction,k,best_mean,best_std,sc_frac,n_graphs
100,0.0,h2,False,1,1.3648510101010305,0.012117238932149943,1.0,2
100,0.0,h2,False,2,1.3648510101010305,0.012117238932149943,1.0,2
100,0.0,h2,False,3,1.3648510101010305,0.012117238932149943,1.0,2
100,0.0,h2,False,4,1.3648510101010305,0.012117238932149943,1.0,2
100,0.0,h2,False,5,1.3648510101010305,0.012117238932149943,1.0,2
100,0.0,h2,True,1,1.3648510101010305,0.012117238932149943,1.0,2
100,0.0,h2,True,2,1.3648510101010305,0.012117238932149943,1.0,2
100,0.0,h2,True,3,1.3648510101010305,0.012117238932149943,1.0,2
100,0.0,h2,True,4,1.3648510101010305,0.012117238932149943,1.0,2
100,0.0,h2,True,5,1.3648510101010305,0.012117238932149943,1.0,2
100,0.0,h2+3,False,1,1.388096801346816,0.004067649615009332,1.0,2
100,0.0,h2+3,False,2,1.388096801346816,0.004067649615009332,1.0,2
100,0.0,h2+3,False,3,1.388096801346816,0.004067649615009332,1.0,2
100,0.0,h2+3,False,4,1.388096801346816,0.004067649615009332,1.0,2
100,0.0,h2+3,False,5,1.388096801346816,0.004067649615009332,1.0,2
100,0.0,h2+3,True,1,1.388096801346816,0.004067649615009332,1.0,2
100,0.0,h2+3,True,2,1.388096801346816,0.004067649615009332,1.0,2
100,0.0,h2+3,True,3,1.388096801346816,0.004067649615009332,1.0,2
100,0.0,h2+3,True,4,1.388096801346816,0.004067649615009332,1.0,2
100,0.0,h2+3,True,5,1.388096801346816,0.004067649615009332,1.0,2
100,0.0,h2+3+4,False,1,1.3766540404040573,0.0011439892537409018,1.0,2
100,0.0,h2+3+4,False,2,1.3766540404040573,0.0011439892537409018,1.0,2
100,0.0,h2+3+4,False,3,1.3766540404040573,0.0011439892537409018,1.0,2
100,0.0,h2+3+4,False,4,1.3766540404040573,0.0011439892537409018,1.0,2
100,0.0,h2+3+4,False,5,1.3766540404040573,0.0011439892537409018,1.0,2
100,0.0,h2+3+4,True,1,1.3766540404040573,0.0011439892537409018,1.0,2
100,0.0,h2+3+4,True,2,1.3766540404040573,0.0011439892537409018,1.0,2
100,0.0,h2+3+4,True,3,1.3766540404040573,0.0011439892537409018,1.0,2
100,0.0,h2+3+4,True,4,1.3766540404040573,0.0011439892537409018,1.0,2
100,0.0,h2+3+4,True,5,1.3766540404040573,0.0011439892537409018,1.0,2
100,0.0,h3,False,1,1.3862104377104494,0.0021403669908625377,1.0,2
100,0.0,h3,False,2,1.3862104377104494,0.0021403669908625377,1.0,2
100,0.0,h3,False,3,1.3862104377104494,0.0021403669908625377,1.0,2
100,0.0,h3,False,4,1.3862104377104494,0.0021403669908625377,1.0,2
100,0.0,h3,False,5,1.3862104377104494,0.0021403669908625377,1.0,2
100,0.0,h3,True,1,1.3862104377104494,0.0021403669908625377,1.0,2
100,0.0,h3,True,2,1.3862104377104494,0.0021403669908625377,1.0,2
100,0.0,h3,True,3,1.3862104377104494,0.0021403669908625377,1.0,2
100,0.0,h3,True,4,1.3862104377104494,0.0021403669908625377,1.0,2
100,0.0,h3,True,5,1.3862104377104494,0.0021403669908625377,1.0,2
100,0.0,h4,False,1,1.3723341750841886,0.0027200993182040943,1.0,2
100,0.0,h4,False,2,1.3723341750841886,0.0027200993182040943,1.0,2
100,0.0,h4,False,3,1.3723341750841886,0.0027200993182040943,1.0,2
100,0.0,h4,False,4,1.3723341750841886,0.0027200993182040943,1.0,2
100,0.0,h4,False,5,1.3723341750841886,0.0027200993182040943,1.0,2
100,0.0,h4,True,1,1.3723341750841886,0.0027200993182040943,1.0,2
100,0.0,h4,True,2,1.3723341750841886,0.0027200993182040943,1.0,2
100,0.0,h4,True,3,1.3723341750841886,0.0027200993182040943,1.0,2
