candidate_id,graph_id,vertices,use_reduction,hop_key,target_k,rank,n_vertices,n_edges,n_directed,n_vars,n_couplings,max_degree,degeneracy,degeneracy_sec,tw_min_degree,tw_min_degree_sec,tw_min_fill_in,tw_min_fill_in_sec,embeddable,physical_qubits,max_chain_length,embed_sec,attempts,timeout_sec,rechecked,first_timeout_sec
v500_s0_p30__h2+3__nored__k2__max,v500_s0_p30,500,False,h2+3,2,max,251,471,42,471,4850,36,14,0.0047506,75,0.0830924,77,0.904578,True,3401,19,124.077,2,60,,
v500_s0_p30__h2+3__nored__k2__mid,v500_s0_p30,500,False,h2+3,2,mid,199,352,39,352,3403,36,13,0.0054744,54,0.0611072,42,0.423499,True,2078,15,60.479,1,60,,
v500_s0_p30__h2+3__nored__k2__min,v500_s0_p30,500,False,h2+3,2,min,105,133,53,133,910,25,10,0.0009129,20,0.0047427,18,0.0193204,True,497,8,12.0029,1,60,,
v500_s0_p30__h2+3__nored__k32__max,v500_s0_p30,500,False,h2+3,32,max,62,66,35,66,326,18,7,0.0003564,11,0.0012616,11,0.0031091,True,158,4,1.03688,1,60,,
v500_s0_p30__h2+3__nored__k32__mid,v500_s0_p30,500,False,h2+3,32,mid,9,5,8,5,9,4,3,7.28e-05,3,9.72e-05,3,3.98e-05,True,6,2,0.068784,1,60,,
v500_s0_p30__h2+3__nored__k32__min,v500_s0_p30,500,False,h2+3,32,min,13,1,13,1,0,0,0,7.42e-05,0,1.5e-05,,,True,1,1,5.4e-06,0,60,,
v500_s0_p30__h2+3__nored__k3__max,v500_s0_p30,500,False,h2+3,3,max,358,623,82,623,5967,36,13,0.0079146,54,0.114254,,,True,3734,24,59.6813,1,300,True,60
v500_s0_p30__h2+3__nored__k3__mid,v500_s0_p30,500,False,h2+3,3,mid,69,102,25,102,901,32,13,0.0009271,27,0.0049526,25,0.0235044,True,449,8,18.7758,1,60,,
v500_s0_p30__h2+3__nored__k3__min,v500_s0_p30,500,False,h2+3,3,min,4,1,4,0,0,0,0,1.20001e-06,0,1.99e-05,,,True,0,0,1.6e-06,0,60,,
v500_s0_p30__h2+3__nored__k48__max,v500_s0_p30,500,False,h2+3,48,max,94,82,76,82,369,18,9,0.0006583,11,0.0020482,11,0.0052589,True,167,4,2.03149,1,60,,
v500_s0_p30__h2+3__nored__k48__mid,v500_s0_p30,500,False,h2+3,48,mid,13,7,12,7,14,5,3,8.24e-05,4,0.000147,4,8.15e-05,True,8,2,0.0719576,1,60,,
v500_s0_p30__h2+3__nored__k48__min,v500_s0_p30,500,False,h2+3,48,min,6,1,6,1,0,0,0,6.15e-05,0,8.40001e-06,,,True,1,1,4.2e-06,0,60,,
v500_s0_p30__h2+3__nored__k4__max,v500_s0_p30,500,False,h2+3,4,max,270,452,68,452,4052,34,13,0.0043442,48,0.0406724,44,0.5452,True,2498,22,94.2458,1,300,True,60
v500_s0_p30__h2+3__nored__k4__mid,v500_s0_p30,500,False,h2+3,4,mid,17,4,16,4,5,3,2,6.56e-05,2,0.0002368,2,7.38e-05,True,4,1,0.0689923,1,60,,
v500_s0_p30__h2+3__nored__k4__min,v500_s0_p30,500,False,h2+3,4,min,5,1,5,1,0,0,0,6.52e-05,0,7.5e-06,,,True,1,1,4.3e-06,0,60,,
v500_s0_p30__h2+3__nored__k64__max,v500_s0_p30,500,False,h2+3,64,max,65,67,45,67,327,16,9,0.0002928,11,0.0016008,10,0.0042156,True,133,3,2.09904,1,60,,
v500_s0_p30__h2+3__nored__k64__mid,v500_s0_p30,500,False,h2+3,64,mid,14,5,13,5,5,3,2,7.74e-05,2,0.0001221,2,5.92e-05,True,5,1,0.0746211,1,60,,
v500_s0_p30__h2+3__nored__k64__min,v500_s0_p30,500,False,h2+3,64,min,5,1,5,1,0,0,0,7.54e-05,0,1.03e-05,,,True,1,1,6.2e-06,0,60,,
v500_s0_p30__h2+3__nored__k6__max,v500_s0_p30,500,False,h2+3,6,max,127,160,70,160,1147,30,10,0.001736,25,0.0496807,22,0.0458459,True,564,7,8.98824,1,60,,
v500_s0_p30__h2+3__nored__k6__mid,v500_s0_p30,500,False,h2+3,6,mid,4,2,3,2,1,1,1,7.48e-05,1,9.07e-05,1,3.42e-05,True,2,1,0.0830531,1,60,,
v500_s0_p30__h2+3__nored__k6__min,v500_s0_p30,500,False,h2+3,6,min,5,1,5,1,0,0,0,7.54e-05,0,1.37e-05,,,True,1,1,1.46e-05,0,60,,
v500_s0_p30__h2+3__nored__k8__max,v500_s0_p30,500,False,h2+3,8,max,107,166,42,166,1398,33,12,0.0012179,33,0.0087916,32,0.060444,True,670,8,15.2068,1,60,,
v500_s0_p30__h2+3__nored__k8__mid,v500_s0_p30,500,False,h2+3,8,mid,15,5,14,5,8,4,3,9.11e-05,3,0.0001198,3,5.41e-05,True,5,1,0.0820086,1,60,,
v500_s0_p30__h2+3__nored__k96__max,v500_s0_p30,500,False,h2+3,96,max,57,45,51,45,159,12,6,0.0003311,7,0.0011296,7,0.0015954,True,72,3,0.353819,1,60,,
v500_s0_p30__h2+3__nored__k96__mid,v500_s0_p30,500,False,h2+3,96,mid,8,4,7,4,6,3,3,8.27e-05,3,0.0001041,3,3.55e-05,True,4,1,0.058409,1,60,,
v500_s0_p30__h2+3__nored__k96__min,v500_s0_p30,500,False,h2+3,96,min,4,1,4,0,0,0,0,1.4e-06,0,2.05e-05,,,True,0,0,1.9e-06,0,60,,
v500_s0_p30__h2+3__nored__whole__whole,v500_s0_p30,500,False,h2+3,,whole,500,1037,0,1037,11353,38,15,0.0135077,109,0.578463,,,False,,,145.014,2,60,,
v500_s0_p30__h2+3__red__k12__max,v500_s0_p30,500,True,h2+3,12,max,98,117,63,117,852,29,12,0.0007926,27,0.0038761,22,0.022935,True,425,7,5.30304,1,60,,
v500_s0_p30__h2+3__red__k12__mid,v500_s0_p30,500,True,h2+3,12,mid,33,35,23,35,204,19,9,0.0002542,14,0.0006644,14,0.0012961,True,83,4,1.00622,1,60,,
v500_s0_p30__h2+3__red__k12__min,v500_s0_p30,500,True,h2+3,12,min,5,1,5,1,0,0,0,4.46e-05,0,6.59999e-06,,,True,1,1,4.2e-06,0,60,,
v500_s0_p30__h2+3__red__k16__max,v500_s0_p30,500,True,h2+3,16,max,103,124,72,124,900,33,12,0.0018325,27,0.0125806,25,0.0292353,True,439,7,11.8063,1,60,,
v500_s0_p30__h2+3__red__k16__mid,v500_s0_p30,500,True,h2+3,16,mid,31,30,25,30,176,21,10,0.0002618,13,0.000614,12,0.0013554,True,77,4,0.851205,1,60,,
v500_s0_p30__h2+3__red__k24__max,v500_s0_p30,500,True,h2+3,24,max,98,97,80,97,614,25,10,0.0013673,16,0.0046486,16,0.0130087,True,277,5,4.46957,1,60,,
v500_s0_p30__h2+3__red__k24__mid,v500_s0_p30,500,True,h2+3,24,mid,10,4,10,4,5,3,2,8.59e-05,2,0.0001266,2,7.19e-05,True,4,1,0.060056,1,60,,
v500_s0_p30__h2+3__red__k2__max,v500_s0_p30,500,True,h2+3,2,max,235,462,47,462,4760,35,14,0.0061853,69,0.0925134,52,1.00676,True,3243,25,51.0709,1,60,,
v500_s0_p30__h2+3__red__k2__mid,v500_s0_p30,500,True,h2+3,2,mid,11,8,9,8,14,5,3,0.0001055,3,0.0002136,3,9.95e-05,True,9,2,0.0699897,1,60,,
v500_s0_p30__h2+3__red__k2__min,v500_s0_p30,500,True,h2+3,2,min,7,5,6,5,9,4,3,8.48e-05,3,0.0001241,3,5.36e-05,True,6,2,0.0716406,1,60,,
v500_s0_p30__h2+3__red__k32__max,v500_s0_p30,500,True,h2+3,32,max,84,100,56,100,589,25,10,0.0005778,15,0.0031111,15,0.0093057,True,273,5,3.09221,1,60,,
v500_s0_p30__h2+3__red__k32__mid,v500_s0_p30,500,True,h2+3,32,mid,14,8,11,8,22,7,4,8.29e-05,5,0.0005151,5,0.0001696,True,11,2,0.0937766,1,60,,
v500_s0_p30__h2+3__red__k3__max,v500_s0_p30,500,True,h2+3,3,max,316,601,87,601,5965,39,14,0.0091655,56,0.1062,,,True,3550,16,69.7107,1,300,True,60
v500_s0_p30__h2+3__red__k3__mid,v500_s0_p30,500,True,h2+3,3,mid,56,92,22,92,838,32,14,0.0008175,25,0.0053073,25,0.0237117,True,484,10,12.0014,1,60,,
v500_s0_p30__h2+3__red__k3__min,v500_s0_p30,500,True,h2+3,3,min,7,1,7,1,0,0,0,7.16e-05,0,8.29999e-06,,,True,1,1,4.60001e-06,0,60,,
v500_s0_p30__h2+3__red__k48__max,v500_s0_p30,500,True,h2+3,48,max,58,70,36,70,452,25,10,0.0004462,15,0.0012788,15,0.0043827,True,207,5,2.03524,1,60,,
v500_s0_p30__h2+3__red__k48__mid,v500_s0_p30,500,True,h2+3,48,mid,15,11,12,11,37,9,5,0.0001196,5,0.0001936,5,0.0001216,True,16,2,0.184439,1,60,,
v500_s0_p30__h2+3__red__k4__max,v500_s0_p30,500,True,h2+3,4,max,293,497,118,497,4722,39,14,0.0061643,46,0.0639115,44,1.18881,True,2733,17,60.4293,1,60,,
v500_s0_p30__h2+3__red__k4__mid,v500_s0_p30,500,True,h2+3,4,mid,10,5,9,5,8,4,3,9.79e-05,3,0.0001459,3,0.0001607,True,6,2,0.0838685,1,60,,
v500_s0_p30__h2+3__red__k4__min,v500_s0_p30,500,True,h2+3,4,min,4,1,4,0,0,0,0,1.19999e-06,0,1.91e-05,,,True,0,0,1.4e-06,0,60,,
v500_s0_p30__h2+3__red__k64__max,v500_s0_p30,500,True,h2+3,64,max,96,96,71,96,475,20,9,0.0006836,14,0.0029719,14,0.0066915,True,234,5,2.2641,1,60,,
v500_s0_p30__h2+3__red__k64__mid,v500_s0_p30,500,True,h2+3,64,mid,8,4,8,4,5,3,2,9.61e-05,2,0.0001467,2,6.3e-05,True,4,1,0.0765548,1,60,,
v500_s0_p30__h2+3__red__k6__max,v500_s0_p30,500,True,h2+3,6,max,158,289,49,289,2731,32,14,0.0032736,42,0.0433704,35,0.419995,True,1326,9,35.4186,1,60,,
v500_s0_p30__h2+3__red__k6__mid,v500_s0_p30,500,True,h2+3,6,mid,8,5,7,5,8,4,3,8.53e-05,3,0.0001089,3,4.94e-05,True,5,1,0.0876129,1,60,,
v500_s0_p30__h2+3__red__k8__max,v500_s0_p30,500,True,h2+3,8,max,114,164,64,164,1299,37,12,0.001588,30,0.010374,28,0.0623996,True,662,8,15.2036,1,60,,
v500_s0_p30__h2+3__red__k8__mid,v500_s0_p30,500,True,h2+3,8,mid,59,91,25,91,714,28,11,0.0006867,21,0.0034837,22,0.0237266,True,357,7,6.64418,1,60,,
v500_s0_p30__h2+3__red__k8__min,v500_s0_p30,500,True,h2+3,8,min,6,2,6,2,1,1,1,6.28e-05,1,7.18e-05,1,2.15e-05,True,2,1,0.0801824,1,60,,
v500_s0_p30__h2+3__red__k96__max,v500_s0_p30,500,True,h2+3,96,max,62,56,52,56,266,17,9,0.0002918,11,0.0008906,10,0.0017054,True,107,4,1.03553,1,60,,
v500_s0_p30__h2+3__red__k96__mid,v500_s0_p30,500,True,h2+3,96,mid,9,4,9,4,3,2,1,9.96e-05,1,0.0001423,1,6.09e-05,True,4,1,0.0631997,1,60,,
v500_s0_p30__h2+3__red__whole__whole,v500_s0_p30,500,True,h2+3,,whole,423,960,0,960,10998,41,15,0.0101687,113,0.567297,,,False,,,146.439,2,60,,
v500_s0_p30__h2__nored__k12__max,v500_s0_p30,500,False,h2,12,max,256,291,160,288,782,11,6,0.0016344,10,0.0119365,8,0.0356557,True,444,4,1.53232,1,60,,
v500_s0_p30__h2__nored__k12__mid,v500_s0_p30,500,False,h2,12,mid,29,19,25,19,34,6,4,0.0001201,4,0.0002424,4,0.0002198,True,23,2,0.111078,1,60,,
v500_s0_p30__h2__nored__k12__min,v500_s0_p30,500,False,h2,12,min,4,1,4,0,0,0,0,9.99993e-07,0,1.52e-05,,,True,0,0,1.09999e-06,0,60,,
v500_s0_p30__h2__nored__k16__max,v500_s0_p30,500,False,h2,16,max,119,142,71,141,409,10,7,0.0007189,9,0.005391,8,0.0187632,True,222,3,3.83868,1,60,,
v500_s0_p30__h2__nored__k16__mid,v500_s0_p30,500,False,h2,16,mid,15,9,13,8,9,4,2,0.0001128,2,0.0001883,2,0.0001008,True,8,1,0.0785459,1,60,,
v500_s0_p30__h2__nored__k16__min,v500_s0_p30,500,False,h2,16,min,5,1,5,0,0,0,0,5.9999e-07,0,1.46e-05,,,True,0,0,1.30001e-06,0,60,,
v500_s0_p30__h2__nored__k24__max,v500_s0_p30,500,False,h2,24,max,118,122,85,121,300,10,5,0.0004685,6,0.001952,6,0.0094696,True,167,3,0.771938,1,60,,
v500_s0_p30__h2__nored__k24__mid,v500_s0_p30,500,False,h2,24,mid,11,13,7,13,33,8,4,0.0001338,4,0.00025,4,0.0001798,True,17,2,0.093101,1,60,,
v500_s0_p30__h2__nored__k24__min,v500_s0_p30,500,False,h2,24,min,5,1,6,0,0,0,0,1.9e-06,0,2.59e-05,,,True,0,0,1.7e-06,0,60,,
v500_s0_p30__h2__nored__k2__max,v500_s0_p30,500,False,h2,2,max,470,875,75,875,3029,13,8,0.0042217,33,0.058301,,,True,2128,12,44.3002,1,60,,
v500_s0_p30__h2__nored__k2__min,v500_s0_p30,500,False,h2,2,min,77,87,47,86,228,11,6,0.000298,6,0.0013566,6,0.0032741,True,115,3,0.779046,1,60,,
v500_s0_p30__h2__nored__k32__mid,v500_s0_p30,500,False,h2,32,mid,10,6,9,6,11,5,4,9.24e-05,4,0.0001161,4,3.87e-05,True,7,2,0.0926355,1,60,,
v500_s0_p30__h2__nored__k32__min,v500_s0_p30,500,False,h2,32,min,4,1,4,0,0,0,0,1.4e-06,0,3.02e-05,,,True,0,0,4.70001e-06,0,60,,
v500_s0_p30__h2__nored__k3__max,v500_s0_p30,500,False,h2,3,max,358,645,83,644,2237,13,8,0.003221,29,0.049126,,,True,1719,12,22.8176,1,60,,
v500_s0_p30__h2__nored__k3__mid,v500_s0_p30,500,False,h2,3,mid,179,287,51,287,914,13,7,0.0009897,19,0.0091317,15,0.0996621,True,641,7,8.95403,1,60,,
v500_s0_p30__h2__nored__k3__min,v500_s0_p30,500,False,h2,3,min,10,5,9,5,8,4,3,8.47e-05,3,0.0001422,3,0.00013,True,6,2,0.0862495,1,60,,
v500_s0_p30__h2__nored__k48__max,v500_s0_p30,500,False,h2,48,max,51,58,41,58,134,8,4,0.0002004,6,0.0007143,6,0.0011568,True,74,2,0.290797,1,60,,
v500_s0_p30__h2__nored__k48__mid,v500_s0_p30,500,False,h2,48,mid,10,8,8,8,17,6,4,7.3e-05,4,0.0001113,4,7.96e-05,True,9,2,0.0773995,1,60,,
v500_s0_p30__h2__nored__k4__max,v500_s0_p30,500,False,h2,4,max,209,335,76,335,1064,12,6,0.0023004,18,0.0117319,16,0.130812,True,667,5,3.91639,1,60,,
v500_s0_p30__h2__nored__k4__mid,v500_s0_p30,500,False,h2,4,mid,82,133,30,133,432,11,6,0.0008533,12,0.0041379,11,0.0178535,True,276,4,2.62132,1,60,,
v500_s0_p30__h2__nored__k4__min,v500_s0_p30,500,False,h2,4,min,5,1,5,0,0,0,0,1.10001e-06,0,1.7e-05,,,True,0,0,1.10001e-06,0,60,,
v500_s0_p30__h2__nored__k64__max,v500_s0_p30,500,False,h2,64,max,86,82,69,81,170,7,4,0.0004094,4,0.0016768,4,0.002749,True,99,2,0.375216,1,60,,
v500_s0_p30__h2__nored__k64__mid,v500_s0_p30,500,False,h2,64,mid,10,3,10,2,1,1,1,6.64e-05,1,6.8e-05,1,1.95e-05,True,2,1,0.0836055,1,60,,
v500_s0_p30__h2__nored__k6__max,v500_s0_p30,500,False,h2,6,max,278,393,118,393,1220,12,7,0.0012889,14,0.0153973,12,0.139809,True,720,4,8.97215,1,60,,
v500_s0_p30__h2__nored__k6__mid,v500_s0_p30,500,False,h2,6,mid,7,5,6,5,7,4,2,7.68e-05,2,0.0001022,2,4.4e-05,True,5,1,0.0669909,1,60,,
v500_s0_p30__h2__nored__k6__min,v500_s0_p30,500,False,h2,6,min,7,1,7,0,0,0,0,1.5e-06,0,2.34e-05,,,True,0,0,1.8e-06,0,60,,
v500_s0_p30__h2__nored__k8__max,v500_s0_p30,500,False,h2,8,max,169,237,73,236,730,12,7,0.001088,12,0.0078335,10,0.0394514,True,410,4,1.76209,1,60,,
v500_s0_p30__h2__nored__k8__mid,v500_s0_p30,500,False,h2,8,mid,16,17,9,17,48,9,5,0.0001246,6,0.0002854,6,0.0005792,True,25,2,0.180264,1,60,,
v500_s0_p30__h2__nored__k8__min,v500_s0_p30,500,False,h2,8,min,10,1,10,0,0,0,0,1.09999e-06,0,1.69e-05,,,True,0,0,1.10001e-06,0,60,,
v500_s0_p30__h2__nored__k96__max,v500_s0_p30,500,False,h2,96,max,48,44,40,43,95,7,4,0.0002457,4,0.0007912,4,0.0010846,True,54,2,0.161519,1,60,,
v500_s0_p30__h2__nored__k96__mid,v500_s0_p30,500,False,h2,96,mid,7,3,7,3,2,2,1,8.41e-05,1,0.0001208,1,4.5e-05,True,3,1,0.0553244,1,60,,
v500_s0_p30__h2__nored__whole__whole,v500_s0_p30,500,False,h2,,whole,500,1037,0,1037,3800,15,8,0.0045522,47,0.119385,,,True,2961,15,34.4985,1,300,True,60
v500_s0_p30__h2__red__k12__max,v500_s0_p30,500,True,h2,12,max,83,124,40,124,381,11,6,0.000604,8,0.0042663,8,0.0098445,True,235,5,1.66537,1,60,,
v500_s0_p30__h2__red__k12__mid,v500_s0_p30,500,True,h2,12,mid,8,2,8,0,0,0,0,3.3e-06,0,3.66e-05,,,True,0,0,2e-06,0,60,,
v500_s0_p30__h2__red__k16__max,v500_s0_p30,500,True,h2,16,max,80,95,54,94,228,9,5,0.0003501,6,0.0014925,5,0.0078417,True,124,3,0.758868,1,60,,
v500_s0_p30__h2__red__k16__mid,v500_s0_p30,500,True,h2,16,mid,24,27,16,27,79,9,5,0.0001803,7,0.0004445,6,0.0008467,True,40,2,0.178283,1,60,,
v500_s0_p30__h2__red__k16__min,v500_s0_p30,500,True,h2,16,min,5,1,5,0,0,0,0,1.50001e-06,0,2.47e-05,,,True,0,0,1.8e-06,0,60,,
v500_s0_p30__h2__red__k24__max,v500_s0_p30,500,True,h2,24,max,70,79,52,79,224,10,5,0.0008843,7,0.0042062,7,0.0047809,True,118,3,0.931764,1,60,,
v500_s0_p30__h2__red__k24__mid,v500_s0_p30,500,True,h2,24,mid,24,19,21,19,36,7,4,0.0002796,5,0.0005487,5,0.0003416,True,23,2,0.133842,1,60,,
v500_s0_p30__h2__red__k24__min,v500_s0_p30,500,True,h2,24,min,5,1,5,0,0,0,0,1.4e-06,0,2.81e-05,,,True,0,0,1.6e-06,0,60,,
v500_s0_p30__h2__red__k2__max,v500_s0_p30,500,True,h2,2,max,230,437,53,437,1574,12,7,0.0026064,31,0.0196272,23,0.27722,True,1146,13,12.6634,1,60,,
v500_s0_p30__h2__red__k2__mid,v500_s0_p30,500,True,h2,2,mid,11,8,9,8,11,4,3,8.33e-05,3,0.0001281,3,6.85e-05,True,9,2,0.0814623,1,60,,
v500_s0_p30__h2__red__k2__min,v500_s0_p30,500,True,h2,2,min,7,5,6,5,7,4,2,9.84e-05,2,0.0001241,2,6.26e-05,True,5,1,0.0766496,1,60,,
v500_s0_p30__h2__red__k32__max,v500_s0_p30,500,True,h2,32,max,97,104,67,104,247,9,5,0.0003256,8,0.0014494,7,0.0037657,True,141,3,0.483182,1,60,,
v500_s0_p30__h2__red__k32__mid,v500_s0_p30,500,True,h2,32,mid,15,13,13,13,27,6,4,8.56e-05,4,0.0001747,4,0.000164,True,16,2,0.0873804,1,60,,
v500_s0_p30__h2__red__k3__max,v500_s0_p30,500,True,h2,3,max,163,292,58,291,978,12,6,0.0029855,17,0.009462,16,0.0815703,True,650,7,4.96768,1,60,,
v500_s0_p30__h2__red__k3__mid,v500_s0_p30,500,True,h2,3,mid,153,279,43,279,1000,12,7,0.0011102,20,0.0090803,14,0.0911098,True,570,5,6.56675,1,60,,
v500_s0_p30__h2__red__k3__min,v500_s0_p30,500,True,h2,3,min,27,27,20,27,69,9,5,0.0001983,7,0.0004966,6,0.0006297,True,36,2,0.15648,1,60,,
v500_s0_p30__h2__red__k48__max,v500_s0_p30,500,True,h2,48,max,82,90,61,89,227,9,5,0.0003541,6,0.0013315,6,0.0038779,True,117,3,1.03766,1,60,,
v500_s0_p30__h2__red__k48__mid,v500_s0_p30,500,True,h2,48,mid,8,4,8,4,4,3,2,9.49e-05,2,0.0001554,2,4.3e-05,True,4,1,0.0953262,1,60,,
v500_s0_p30__h2__red__k4__max,v500_s0_p30,500,True,h2,4,max,339,620,110,620,2113,13,8,0.0023807,18,0.0294864,,,True,1329,6,12.1408,1,60,,
v500_s0_p30__h2__red__k4__min,v500_s0_p30,500,True,h2,4,min,4,1,4,0,0,0,0,1.5e-06,0,2.63e-05,,,True,0,0,1.5e-06,0,60,,
v500_s0_p30__h2__red__k64__max,v500_s0_p30,500,True,h2,64,max,52,55,39,54,138,10,6,0.0002946,6,0.0010716,6,0.0022545,True,70,2,0.55886,1,60,,
v500_s0_p30__h2__red__k64__mid,v500_s0_p30,500,True,h2,64,mid,5,3,5,3,3,2,2,7.04e-05,2,9.17e-05,2,3.82e-05,True,3,1,0.0641515,1,60,,
v500_s0_p30__h2__red__k64__min,v500_s0_p30,500,True,h2,64,min,4,1,4,0,0,0,0,1.3e-06,0,2.37e-05,,,True,0,0,1.4e-06,0,60,,
v500_s0_p30__h2__red__k6__max,v500_s0_p30,500,True,h2,6,max,188,275,95,274,873,12,7,0.0015841,11,0.0075726,10,0.0429738,True,485,5,22.7182,1,60,,
v500_s0_p30__h2__red__k6__mid,v500_s0_p30,500,True,h2,6,mid,75,113,34,113,350,11,7,0.0006514,13,0.0048091,10,0.0138611,True,203,4,2.75246,1,60,,
v500_s0_p30__h2__red__k8__max,v500_s0_p30,500,True,h2,8,max,123,185,60,185,564,11,6,0.0011968,10,0.0064798,10,0.0255724,True,324,4,1.09825,1,60,,
v500_s0_p30__h2__red__k8__mid,v500_s0_p30,500,True,h2,8,mid,57,83,30,82,262,11,6,0.000351,10,0.0014742,8,0.0044569,True,127,3,0.922681,1,60,,
v500_s0_p30__h2__red__k8__min,v500_s0_p30,500,True,h2,8,min,7,1,7,1,0,0,0,7.3e-05,0,7.4e-06,,,True,1,1,5.3e-06,0,60,,
v500_s0_p30__h2__red__k96__max,v500_s0_p30,500,True,h2,96,max,59,56,47,56,119,10,6,0.000308,6,0.0008128,6,0.0009704,True,66,2,0.409481,1,60,,
v500_s0_p30__h2__red__k96__mid,v500_s0_p30,500,True,h2,96,mid,10,4,10,4,6,3,3,6.64e-05,3,9.99e-05,3,3.22e-05,True,4,1,0.0762839,1,60,,
v500_s0_p30__h2__red__whole__whole,v500_s0_p30,500,True,h2,,whole,423,960,0,960,3692,15,8,0.0044154,43,0.0810535,,,True,2725,13,141.669,1,300,True,60
