run_id,graph_id,vertices,graph_seed,remove_ratio_target,remove_ratio_actual,n_vertices,n_edges,hop_key,hops,use_reduction,rep,run_seed,status,error_type,error_message,elapsed_sec,timeout_sec,started_at,hostname,python_version,git_sha,sampler,num_reads,contraction_sec,n_edges_contracted,n_super_edges,n_cycle_chains,n_subgraphs,partition_target_k,qubo_vars_total,qubo_vars_max,qubo_couplings_total,n_edges_solved,peak_rss_mb,apsp_sum,strong_connect_rate,flow_score,sample_score,strongly_connected,use_dnc,ok
v100_s6_p0__h2__red__r1,v100_s6_p0,100,6,0.0,0.0,100,284,h2,2,True,1,216209059,ok,,,2.5355088750075083,,2026-08-26T11:48:53+00:00,iyohwan-ui-Macmini.local,3.12.14,b5d3363,dwave.samplers.SimulatedAnnealingSampler,100,0.0003569999971659854,284,0,0,1.0,,284.0,284.0,1414.0,284.0,238.84375,1.3162058682058664,1.0,48.0,-789.0,True,True,True
v100_s6_p0__h3__nored__r1,v100_s6_p0,100,6,0.0,0.0,100,284,h3,3,False,1,216209059,ok,,,5.878804791995208,,2026-08-26T11:48:53+00:00,iyohwan-ui-Macmini.local,3.12.14,b5d3363,dwave.samplers.SimulatedAnnealingSampler,100,0.0003397920081624761,284,0,0,38.0,26.0,161.0,17.0,574.0,284.0,180.53125,1.3372307599807574,1.0,100.0,,True,True,True
v100_s6_p0__h3__red__r1,v100_s6_p0,100,6,0.0,0.0,100,284,h3,3,True,1,216209059,ok,,,5.858665166990249,,2026-08-26T11:48:53+00:00,iyohwan-ui-Macmini.local,3.12.14,b5d3363,dwave.samplers.SimulatedAnnealingSampler,100,0.0003476249985396862,284,0,0,38.0,26.0,161.0,17.0,574.0,284.0,187.40625,1.3372307599807574,1.0,100.0,,True,True,True
v100_s6_p0__h4__nored__r1,v100_s6_p0,100,6,0.0,0.0,100,284,h4,4,False,1,216209059,ok,,,11.815859291004017,,2026-08-26T11:48:54+00:00,iyohwan-ui-Macmini.local,3.12.14,b5d3363,dwave.samplers.SimulatedAnnealingSampler,100,0.0003558329917723313,284,0,0,84.0,65.0,103.0,13.0,218.0,284.0,252.625,1.335378787878787,1.0,108.0,,True,True,True
v100_s6_p0__h4__red__r1,v100_s6_p0,100,6,0.0,0.0,100,284,h4,4,True,1,216209059,ok,,,11.765110124993953,,2026-08-26T11:48:53+00:00,iyohwan-ui-Macmini.local,3.12.14,b5d3363,dwave.samplers.SimulatedAnnealingSampler,100,0.00043474999256432056,284,0,0,84.0,65.0,103.0,13.0,218.0,284.0,248.140625,1.335378787878787,1.0,108.0,,True,True,True
v100_s6_p0__h2+3__nored__r1,v100_s6_p0,100,6,0.0,0.0,100,284,h2+3,2+3,False,1,216209059,ok,,,6.319326416996773,,2026-08-26T11:48:56+00:00,iyohwan-ui-Macmini.local,3.12.14,b5d3363,dwave.samplers.SimulatedAnnealingSampler,100,0.0003479579900158569,284,0,0,38.0,26.0,161.0,17.0,574.0,284.0,186.0625,1.3293679653679622,1.0,96.0,,True,True,True
v100_s6_p0__h2+3__red__r1,v100_s6_p0,100,6,0.0,0.0,100,284,h2+3,2+3,True,1,216209059,ok,,,6.421294166997541,,2026-08-26T11:48:55+00:00,iyohwan-ui-Macmini.local,3.12.14,b5d3363,dwave.samplers.SimulatedAnnealingSampler,100,0.00036266598908696324,284,0,0,38.0,26.0,161.0,17.0,574.0,284.0,181.828125,1.3293679653679622,1.0,96.0,,True,True,True
v100_s6_p0__h2+3+4__nored__r1,v100_s6_p0,100,6,0.0,0.0,100,284,h2+3+4,2+3+4,False,1,216209059,ok,,,13.47612166601175,,2026-08-26T11:48:56+00:00,iyohwan-ui-Macmini.local,3.12.14,b5d3363,dwave.samplers.SimulatedAnnealingSampler,100,0.00037333300861064345,284,0,0,84.0,65.0,103.0,13.0,216.0,284.0,254.40625,1.3337959355459326,1.0,104.0,,True,True,True
v100_s6_p0__h2+3+4__red__r1,v100_s6_p0,100,6,0.0,0.0,100,284,h2+3+4,2+3+4,True,1,216209059,ok,,,13.44005695800297,,2026-08-26T11:48:56+00:00,iyohwan-ui-Macmini.local,3.12.14,b5d3363,dwave.samplers.SimulatedAnnealingSampler,100,0.0003826669999398291,284,0,0,84.0,65.0,103.0,13.0,216.0,284.0,249.03125,1.3337959355459326,1.0,104.0,,True,True,True
v100_s6_p10__h2__nored__r1,v100_s6_p10,100,6,0.1,0.09859154929577464,100,256,h2,2,False,1,917169240,ok,,,2.31173287499405,,2026-08-26T11:49:00+00:00,iyohwan-ui-Macmini.local,3.12.14,b5d3363,dwave.samplers.SimulatedAnnealingSampler,100,0.0005080830014776438,254,2,0,1.0,,256.0,256.0,1153.0,256.0,237.9375,1.3508552589385867,1.0,46.0,-647.0,True,True,True
v100_s6_p10__h2__red__r1,v100_s6_p10,100,6,0.1,0.09859154929577464,100,256,h2,2,True,1,917169240,ok,,,2.267095832998166,,2026-08-26T11:49:00+00:00,iyohwan-ui-Macmini.local,3.12.14,b5d3363,dwave.samplers.SimulatedAnnealingSampler,100,0.0005112079961691052,254,2,0,1.0,,254.0,254.0,1150.0,254.0,237.265625,1.3536500320666967,1.0,46.0,,True,True,True
v100_s6_p10__h3__nored__r1,v100_s6_p10,100,6,0.1,0.09859154929577464,100,256,h3,3,False,1,917169240,ok,,,4.232306332996814,,2026-08-26T11:49:03+00:00,iyohwan-ui-Macmini.local,3.12.14,b5d3363,dwave.samplers.SimulatedAnnealingSampler,100,0.00047691700456198305,254,2,0,33.0,17.0,138.0,17.0,425.0,256.0,181.046875,1.3627092752926064,1.0,78.0,,True,True,True
v100_s6_p10__h3__red__r1,v100_s6_p10,100,6,0.1,0.09859154929577464,100,256,h3,3,True,1,917169240,ok,,,4.396749499996076,,2026-08-26T11:49:02+00:00,iyohwan-ui-Macmini.local,3.12.14,b5d3363,dwave.samplers.SimulatedAnnealingSampler,100,0.000513833001605235,254,2,0,30.0,20.0,139.0,25.0,473.0,254.0,185.25,1.3698375020041642,1.0,94.0,,True,True,True
v100_s6_p10__h4__nored__r1,v100_s6_p10,100,6,0.1,0.09859154929577464,100,256,h4,4,False,1,917169240,ok,,,9.212525166993146,,2026-08-26T11:49:03+00:00,iyohwan-ui-Macmini.local,3.12.14,b5d3363,dwave.samplers.SimulatedAnnealingSampler,100,0.00046787499741185457,254,2,0,93.0,82.0,44.0,6.0,49.0,256.0,227.0625,1.361188552188549,1.0,74.0,,True,True,True
v100_s6_p10__h4__red__r1,v100_s6_p10,100,6,0.1,0.09859154929577464,100,256,h4,4,True,1,917169240,ok,,,9.178406166000059,,2026-08-26T11:49:03+00:00,iyohwan-ui-Macmini.local,3.12.14,b5d3363,dwave.samplers.SimulatedAnnealingSampler,100,0.0004543329996522516,254,2,0,73.0,69.0,91.0,15.0,177.0,254.0,230.5625,1.3627945727112363,1.0,74.0,,True,True,True
v100_s6_p10__h2+3__nored__r1,v100_s6_p10,100,6,0.1,0.09859154929577464,100,256,h2+3,2+3,False,1,917169240,ok,,,4.635198957999819,,2026-08-26T11:49:07+00:00,iyohwan-ui-Macmini.local,3.12.14,b5d3363,dwave.samplers.SimulatedAnnealingSampler,100,0.0004915000026812777,254,2,0,33.0,17.0,138.0,17.0,425.0,256.0,183.921875,1.3801838223504899,1.0,90.0,,True,True,True
v100_s6_p10__h2+3__red__r1,v100_s6_p10,100,6,0.1,0.09859154929577464,100,256,h2+3,2+3,True,1,917169240,ok,,,4.829006750005647,,2026-08-26T11:49:06+00:00,iyohwan-ui-Macmini.local,3.12.14,b5d3363,dwave.samplers.SimulatedAnnealingSampler,100,0.0004919999919366091,254,2,0,30.0,20.0,139.0,25.0,473.0,254.0,185.234375,1.3567791806958427,1.0,98.0,,True,True,True
v100_s6_p10__h2+3+4__nored__r1,v100_s6_p10,100,6,0.1,0.09859154929577464,100,256,h2+3+4,2+3+4,False,1,917169240,ok,,,9.11820616699697,,2026-08-26T11:49:08+00:00,iyohwan-ui-Macmini.local,3.12.14,b5d3363,dwave.samplers.SimulatedAnnealingSampler,100,0.0005152079975232482,254,2,0,65.0,49.0,133.0,28.0,401.0,256.0,231.75,1.3693688472021754,1.0,102.0,,True,True,True
v100_s6_p10__h2+3+4__red__r1,v100_s6_p10,100,6,0.1,0.09859154929577464,100,256,h2+3+4,2+3+4,True,1,917169240,ok,,,9.256637500002398,,2026-08-26T11:49:07+00:00,iyohwan-ui-Macmini.local,3.12.14,b5d3363,dwave.samplers.SimulatedAnnealingSampler,100,0.0005092909996164963,254,2,0,68.0,54.0,116.0,14.0,287.0,254.0,227.640625,1.3831752445085723,1.0,94.0,,True,True,True
v100_s6_p30__h2__nored__r1,v100_s6_p30,100,6,0.3,0.2992957746478873,100,199,h2,2,False,1,891593935,ok,,,1.8920791249984177,,2026-08-26T11:49:10+00:00,iyohwan-ui-Macmini.local,3.12.14,b5d3363,dwave.samplers.SimulatedAnnealingSampler,100,0.0005523750005522743,182,17,0,1.0,,199.0,199.0,689.0,199.0,235.078125,1.4549545527424335,0.97,48.0,-384.0,True,True,True
v100_s6_p30__h2__red__r1,v100_s6_p30,100,6,0.3,0.2992957746478873,100,199,h2,2,True,1,891593935,ok,,,1.4888596249948023,,2026-08-26T11:49:10+00:00,iyohwan-ui-Macmini.local,3.12.14,b5d3363,dwave.samplers.SimulatedAnnealingSampler,100,0.0005497499951161444,182,17,0,1.0,,182.0,182.0,663.0,182.0,201.125,1.4468489403413682,1.0,48.0,,True,True,True
v100_s6_p30__h3__nored__r1,v100_s6_p30,100,6,0.3,0.2992957746478873,100,199,h3,3,False,1,891593935,ok,,,2.762113209013478,,2026-08-26T11:49:12+00:00,iyohwan-ui-Macmini.local,3.12.14,b5d3363,dwave.samplers.SimulatedAnnealingSampler,100,0.0005822500097565353,182,17,0,14.0,11.0,112.0,28.0,385.0,199.0,189.484375,1.4334349118894671,1.0,68.0,,True,True,True
v100_s6_p30__h3__red__r1,v100_s6_p30,100,6,0.3,0.2992957746478873,100,199,h3,3,True,1,891593935,ok,,,2.6239513749897014,,2026-08-26T11:49:12+00:00,iyohwan-ui-Macmini.local,3.12.14,b5d3363,dwave.samplers.SimulatedAnnealingSampler,100,0.0005473339988384396,182,17,0,19.0,19.0,90.0,22.0,237.0,182.0,177.0,1.4381984673575627,1.0,52.0,,True,True,True
v100_s6_p30__h4__nored__r1,v100_s6_p30,100,6,0.3,0.2992957746478873,100,199,h4,4,False,1,891593935,ok,,,3.7631137920106994,,2026-08-26T11:49:13+00:00,iyohwan-ui-Macmini.local,3.12.14,b5d3363,dwave.samplers.SimulatedAnnealingSampler,100,0.0005293750000419095,182,17,0,33.0,35.0,121.0,34.0,437.0,199.0,186.78125,1.438223315405136,1.0,72.0,,True,True,True
v100_s6_p30__h4__red__r1,v100_s6_p30,100,6,0.3,0.2992957746478873,100,199,h4,4,True,1,891593935,ok,,,3.7819848749932135,,2026-08-26T11:49:13+00:00,iyohwan-ui-Macmini.local,3.12.14,b5d3363,dwave.samplers.SimulatedAnnealingSampler,100,0.0005302500067045912,182,17,0,41.0,49.0,86.0,32.0,261.0,182.0,181.8125,1.4611730472109317,1.0,72.0,,True,True,True
v100_s6_p30__h2+3__nored__r1,v100_s6_p30,100,6,0.3,0.2992957746478873,100,199,h2+3,2+3,False,1,891593935,ok,,,3.081468833013787,,2026-08-26T11:49:13+00:00,iyohwan-ui-Macmini.local,3.12.14,b5d3363,dwave.samplers.SimulatedAnnealingSampler,100,0.0004944579995935783,182,17,0,14.0,11.0,112.0,28.0,385.0,199.0,189.171875,1.4218759492471653,1.0,60.0,,True,True,True
v100_s6_p30__h2+3__red__r1,v100_s6_p30,100,6,0.3,0.2992957746478873,100,199,h2+3,2+3,True,1,891593935,ok,,,2.9252142920013284,,2026-08-26T11:49:13+00:00,iyohwan-ui-Macmini.local,3.12.14,b5d3363,dwave.samplers.SimulatedAnnealingSampler,100,0.0005519589903997257,182,17,0,19.0,19.0,90.0,22.0,237.0,182.0,176.703125,1.4338503578352124,1.0,52.0,,True,True,True
v100_s6_p30__h2+3+4__nored__r1,v100_s6_p30,100,6,0.3,0.2992957746478873,100,199,h2+3+4,2+3+4,False,1,891593935,ok,,,4.633933832999901,,2026-08-26T11:49:16+00:00,iyohwan-ui-Macmini.local,3.12.14,b5d3363,dwave.samplers.SimulatedAnnealingSampler,100,0.0005275839939713478,182,17,0,33.0,35.0,124.0,34.0,437.0,199.0,185.328125,1.446125326132904,1.0,76.0,,True,True,True
v100_s6_p30__h2+3+4__red__r1,v100_s6_p30,100,6,0.3,0.2992957746478873,100,199,h2+3+4,2+3+4,True,1,891593935,ok,,,4.606091292007477,,2026-08-26T11:49:15+00:00,iyohwan-ui-Macmini.local,3.12.14,b5d3363,dwave.samplers.SimulatedAnnealingSampler,100,0.0005822920065838844,182,17,0,41.0,49.0,89.0,32.0,262.0,182.0,178.0,1.4565238933345042,1.0,76.0,,True,True,True
v100_s6_p50__h2__nored__r1,v100_s6_p50,100,6,0.5,0.5,100,142,h2,2,False,1,729579442,ok,,,0.7721701250120532,,2026-08-26T11:49:17+00:00,iyohwan-ui-Macmini.local,3.12.14,b5d3363,dwave.samplers.SimulatedAnnealingSampler,100,0.00032449999707750976,95,35,0,1.0,,142.0,142.0,308.0,142.0,157.203125,1.8860812495585262,0.03,36.0,-180.0,True,True,True
v100_s6_p50__h2__red__r1,v100_s6_p50,100,6,0.5,0.5,100,142,h2,2,True,1,729579442,ok,,,0.5266698750056094,,2026-08-26T11:49:17+00:00,iyohwan-ui-Macmini.local,3.12.14,b5d3363,dwave.samplers.SimulatedAnnealingSampler,100,0.0006153750000521541,95,35,0,1.0,,95.0,95.0,246.0,95.0,164.046875,1.9630965078692437,1.0,36.0,,True,True,True
v100_s6_p50__h3__nored__r1,v100_s6_p50,100,6,0.5,0.5,100,142,h3,3,False,1,729579442,ok,,,2.1908330419973936,,2026-08-26T11:49:18+00:00,iyohwan-ui-Macmini.local,3.12.14,b5d3363,dwave.samplers.SimulatedAnnealingSampler,100,0.0005480000108946115,95,35,0,3.0,2.0,89.0,86.0,278.0,142.0,220.203125,1.796350977025226,1.0,36.0,,True,True,True
v100_s6_p50__h3__red__r1,v100_s6_p50,100,6,0.5,0.5,100,142,h3,3,True,1,729579442,ok,,,1.0390845829970203,,2026-08-26T11:49:17+00:00,iyohwan-ui-Macmini.local,3.12.14,b5d3363,dwave.samplers.SimulatedAnnealingSampler,100,0.0005859170050825924,95,35,0,3.0,2.0,67.0,66.0,292.0,95.0,172.421875,1.9900661121986956,1.0,40.0,,True,True,True
v100_s6_p50__h4__nored__r1,v100_s6_p50,100,6,0.5,0.5,100,142,h4,4,False,1,729579442,ok,,,2.010362792003434,,2026-08-26T11:49:18+00:00,iyohwan-ui-Macmini.local,3.12.14,b5d3363,dwave.samplers.SimulatedAnnealingSampler,100,0.0005287920066621155,95,35,0,6.0,7.0,119.0,56.0,537.0,142.0,174.09375,1.9339861509141918,1.0,52.0,,True,True,True
v100_s6_p50__h4__red__r1,v100_s6_p50,100,6,0.5,0.5,100,142,h4,4,True,1,729579442,ok,,,1.2825057079899125,,2026-08-26T11:49:18+00:00,iyohwan-ui-Macmini.local,3.12.14,b5d3363,dwave.samplers.SimulatedAnnealingSampler,100,0.00029795798764098436,95,35,0,16.0,27.0,44.0,17.0,126.0,95.0,170.515625,1.7397285569369,1.0,40.0,,True,True,True
v100_s6_p50__h2+3__nored__r1,v100_s6_p50,100,6,0.5,0.5,100,142,h2+3,2+3,False,1,729579442,ok,,,2.311594291997608,,2026-08-26T11:49:19+00:00,iyohwan-ui-Macmini.local,3.12.14,b5d3363,dwave.samplers.SimulatedAnnealingSampler,100,0.000560500004212372,95,35,0,3.0,2.0,89.0,86.0,278.0,142.0,211.796875,1.8058422545468042,1.0,36.0,,True,True,True
v100_s6_p50__h2+3__red__r1,v100_s6_p50,100,6,0.5,0.5,100,142,h2+3,2+3,True,1,729579442,ok,,,1.1723279590078164,,2026-08-26T11:49:18+00:00,iyohwan-ui-Macmini.local,3.12.14,b5d3363,dwave.samplers.SimulatedAnnealingSampler,100,0.0005661250033881515,95,35,0,3.0,2.0,67.0,66.0,292.0,95.0,172.71875,2.0350834823145574,1.0,40.0,,True,True,True
v100_s6_p50__h2+3+4__nored__r1,v100_s6_p50,100,6,0.5,0.5,100,142,h2+3+4,2+3+4,False,1,729579442,ok,,,2.5336752910079667,,2026-08-26T11:49:20+00:00,iyohwan-ui-Macmini.local,3.12.14,b5d3363,dwave.samplers.SimulatedAnnealingSampler,100,0.0005352080042939633,95,35,0,6.0,7.0,119.0,56.0,543.0,142.0,172.578125,1.8557625923459347,1.0,48.0,,True,True,True
v100_s6_p50__h2+3+4__red__r1,v100_s6_p50,100,6,0.5,0.5,100,142,h2+3+4,2+3+4,True,1,729579442,ok,,,1.6295305829989957,,2026-08-26T11:49:19+00:00,iyohwan-ui-Macmini.local,3.12.14,b5d3363,dwave.samplers.SimulatedAnnealingSampler,100,0.000551041986909695,95,35,0,16.0,27.0,46.0,17.0,127.0,95.0,166.265625,1.752354875343519,1.0,40.0,,True,True,True
v100_s7_p0__h2__nored__r1,v100_s7_p0,100,7,0.0,0.0,100,284,h2,2,False,1,1690225972,ok,,,4.9941905830055475,,2026-08-26T11:49:21+00:00,iyohwan-ui-Macmini.local,3.12.14,b5d3363,dwave.samplers.SimulatedAnnealingSampler,100,0.0003657079942058772,284,0,0,9.0,4.0,232.0,57.0,888.0,284.0,198.953125,1.3072022607022613,1.0,58.0,,True,True,True
v100_s7_p0__h2__red__r1,v100_s7_p0,100,7,0.0,0.0,100,284,h2,2,True,1,1690225972,ok,,,5.018966542003909,,2026-08-26T11:49:20+00:00,iyohwan-ui-Macmini.local,3.12.14,b5d3363,dwave.samplers.SimulatedAnnealingSampler,100,0.00034749999758787453,284,0,0,9.0,4.0,232.0,57.0,888.0,284.0,199.3125,1.3072022607022613,1.0,58.0,,True,True,True
v100_s7_p0__h3__nored__r1,v100_s7_p0,100,7,0.0,0.0,100,284,h3,3,False,1,1690225972,ok,,,5.576667166998959,,2026-08-26T11:49:21+00:00,iyohwan-ui-Macmini.local,3.12.14,b5d3363,dwave.samplers.SimulatedAnnealingSampler,100,0.0003901669988408685,284,0,0,34.0,22.0,168.0,19.0,658.0,284.0,185.984375,1.3253750601250602,1.0,90.0,,True,True,True
v100_s7_p0__h3__red__r1,v100_s7_p0,100,7,0.0,0.0,100,284,h3,3,True,1,1690225972,ok,,,5.5651046660059365,,2026-08-26T11:49:21+00:00,iyohwan-ui-Macmini.local,3.12.14,b5d3363,dwave.samplers.SimulatedAnnealingSampler,100,0.0003604160010581836,284,0,0,34.0,22.0,168.0,19.0,658.0,284.0,186.515625,1.3253750601250602,1.0,90.0,,True,True,True
v100_s7_p0__h4__nored__r1,v100_s7_p0,100,7,0.0,0.0,100,284,h4,4,False,1,1690225972,ok,,,11.867269833004684,,2026-08-26T11:49:22+00:00,iyohwan-ui-Macmini.local,3.12.14,b5d3363,dwave.samplers.SimulatedAnnealingSampler,100,0.00035024998942390084,284,0,0,70.0,54.0,194.0,38.0,682.0,284.0,253.1875,1.3552205387205396,1.0,118.0,,True,True,True
v100_s7_p0__h4__red__r1,v100_s7_p0,100,7,0.0,0.0,100,284,h4,4,True,1,1690225972,ok,,,11.774146834010025,,2026-08-26T11:49:21+00:00,iyohwan-ui-Macmini.local,3.12.14,b5d3363,dwave.samplers.SimulatedAnnealingSampler,100,0.0003656670014606789,284,0,0,70.0,54.0,194.0,38.0,682.0,284.0,253.21875,1.3552205387205396,1.0,118.0,,True,True,True
v100_s7_p0__h2+3__nored__r1,v100_s7_p0,100,7,0.0,0.0,100,284,h2+3,2+3,False,1,1690225972,ok,,,6.003407750002225,,2026-08-26T11:49:23+00:00,iyohwan-ui-Macmini.local,3.12.14,b5d3363,dwave.samplers.SimulatedAnnealingSampler,100,0.0003882080054609105,284,0,0,34.0,22.0,168.0,19.0,658.0,284.0,184.265625,1.3265272967772954,1.0,102.0,,True,True,True
v100_s7_p0__h2+3__red__r1,v100_s7_p0,100,7,0.0,0.0,100,284,h2+3,2+3,True,1,1690225972,ok,,,6.0283911250007804,,2026-08-26T11:49:22+00:00,iyohwan-ui-Macmini.local,3.12.14,b5d3363,dwave.samplers.SimulatedAnnealingSampler,100,0.0003589579864637926,284,0,0,34.0,22.0,168.0,19.0,658.0,284.0,184.21875,1.3265272967772954,1.0,102.0,,True,True,True
v100_s7_p0__h2+3+4__nored__r1,v100_s7_p0,100,7,0.0,0.0,100,284,h2+3+4,2+3+4,False,1,1690225972,ok,,,13.431151750002755,,2026-08-26T11:49:26+00:00,iyohwan-ui-Macmini.local,3.12.14,b5d3363,dwave.samplers.SimulatedAnnealingSampler,100,0.00038187501195352525,284,0,0,70.0,54.0,194.0,38.0,681.0,284.0,255.5625,1.3541190476190472,1.0,118.0,,True,True,True
v100_s7_p0__h2+3+4__red__r1,v100_s7_p0,100,7,0.0,0.0,100,284,h2+3+4,2+3+4,True,1,1690225972,ok,,,13.369644208010868,,2026-08-26T11:49:24+00:00,iyohwan-ui-Macmini.local,3.12.14,b5d3363,dwave.samplers.SimulatedAnnealingSampler,100,0.00033820800308603793,284,0,0,70.0,54.0,194.0,38.0,681.0,284.0,254.390625,1.3541190476190472,1.0,118.0,,True,True,True
v100_s7_p10__h2__nored__r1,v100_s7_p10,100,7,0.1,0.09859154929577464,100,256,h2,2,False,1,800928080,ok,,,2.322427749997587,,2026-08-26T11:49:27+00:00,iyohwan-ui-Macmini.local,3.12.14,b5d3363,dwave.samplers.SimulatedAnnealingSampler,100,0.0004244169977027923,256,0,0,1.0,,256.0,256.0,1148.0,256.0,237.9375,1.361910694244022,1.0,48.0,-642.0,True,True,True
v100_s7_p10__h2__red__r1,v100_s7_p10,100,7,0.1,0.09859154929577464,100,256,h2,2,True,1,800928080,ok,,,2.3405936250055674,,2026-08-26T11:49:26+00:00,iyohwan-ui-Macmini.local,3.12.14,b5d3363,dwave.samplers.SimulatedAnnealingSampler,100,0.0004165840073255822,256,0,0,1.0,,256.0,256.0,1148.0,256.0,238.4375,1.361910694244022,1.0,48.0,-642.0,True,True,True
v100_s7_p10__h3__nored__r1,v100_s7_p10,100,7,0.1,0.09859154929577464,100,256,h3,3,False,1,800928080,ok,,,4.4933497500023805,,2026-08-26T11:49:29+00:00,iyohwan-ui-Macmini.local,3.12.14,b5d3363,dwave.samplers.SimulatedAnnealingSampler,100,0.00047479200293309987,256,0,0,37.0,20.0,132.0,20.0,437.0,256.0,181.890625,1.3777544091710707,1.0,84.0,,True,True,True
v100_s7_p10__h3__red__r1,v100_s7_p10,100,7,0.1,0.09859154929577464,100,256,h3,3,True,1,800928080,ok,,,4.519236666004872,,2026-08-26T11:49:27+00:00,iyohwan-ui-Macmini.local,3.12.14,b5d3363,dwave.samplers.SimulatedAnnealingSampler,100,0.00044379199971444905,256,0,0,37.0,20.0,132.0,20.0,437.0,256.0,181.21875,1.3777544091710707,1.0,84.0,,True,True,True
v100_s7_p10__h4__nored__r1,v100_s7_p10,100,7,0.1,0.09859154929577464,100,256,h4,4,False,1,800928080,ok,,,9.410289082996314,,2026-08-26T11:49:30+00:00,iyohwan-ui-Macmini.local,3.12.14,b5d3363,dwave.samplers.SimulatedAnnealingSampler,100,0.0004938339989166707,256,0,0,63.0,68.0,159.0,37.0,577.0,256.0,227.40625,1.383919873336535,1.0,104.0,,True,True,True
v100_s7_p10__h4__red__r1,v100_s7_p10,100,7,0.1,0.09859154929577464,100,256,h4,4,True,1,800928080,ok,,,9.383259791997261,,2026-08-26T11:49:30+00:00,iyohwan-ui-Macmini.local,3.12.14,b5d3363,dwave.samplers.SimulatedAnnealingSampler,100,0.0004020000051241368,256,0,0,63.0,68.0,159.0,37.0,577.0,256.0,226.484375,1.383919873336535,1.0,104.0,,True,True,True
v100_s7_p10__h2+3__nored__r1,v100_s7_p10,100,7,0.1,0.09859154929577464,100,256,h2+3,2+3,False,1,800928080,ok,,,4.949266166004236,,2026-08-26T11:49:33+00:00,iyohwan-ui-Macmini.local,3.12.14,b5d3363,dwave.samplers.SimulatedAnnealingSampler,100,0.0002853330079233274,256,0,0,37.0,20.0,132.0,20.0,437.0,256.0,180.046875,1.3751717171717077,1.0,80.0,,True,True,True
v100_s7_p10__h2+3__red__r1,v100_s7_p10,100,7,0.1,0.09859154929577464,100,256,h2+3,2+3,True,1,800928080,ok,,,4.938411291994271,,2026-08-26T11:49:30+00:00,iyohwan-ui-Macmini.local,3.12.14,b5d3363,dwave.samplers.SimulatedAnnealingSampler,100,0.0004267080075806007,256,0,0,37.0,20.0,132.0,20.0,437.0,256.0,181.65625,1.3751717171717077,1.0,80.0,,True,True,True
v100_s7_p10__h2+3+4__nored__r1,v100_s7_p10,100,7,0.1,0.09859154929577464,100,256,h2+3+4,2+3+4,False,1,800928080,ok,,,10.742372624998097,,2026-08-26T11:49:34+00:00,iyohwan-ui-Macmini.local,3.12.14,b5d3363,dwave.samplers.SimulatedAnnealingSampler,100,0.000440332994912751,256,0,0,63.0,68.0,162.0,37.0,577.0,256.0,234.21875,1.380987774571102,1.0,108.0,,True,True,True
v100_s7_p10__h2+3+4__red__r1,v100_s7_p10,100,7,0.1,0.09859154929577464,100,256,h2+3+4,2+3+4,True,1,800928080,ok,,,10.623162792006042,,2026-08-26T11:49:34+00:00,iyohwan-ui-Macmini.local,3.12.14,b5d3363,dwave.samplers.SimulatedAnnealingSampler,100,0.000432166998507455,256,0,0,63.0,68.0,162.0,37.0,577.0,256.0,228.125,1.380987774571102,1.0,108.0,,True,True,True
v100_s7_p30__h2__nored__r1,v100_s7_p30,100,7,0.3,0.2992957746478873,100,199,h2,2,False,1,264735592,ok,,,1.9028031669877237,,2026-08-26T11:49:36+00:00,iyohwan-ui-Macmini.local,3.12.14,b5d3363,dwave.samplers.SimulatedAnnealingSampler,100,0.0005261670012259856,185,12,0,1.0,,199.0,199.0,677.0,199.0,237.796875,1.4649795574795597,1.0,48.0,-378.0,True,True,True
v100_s7_p30__h2__red__r1,v100_s7_p30,100,7,0.3,0.2992957746478873,100,199,h2,2,True,1,264735592,ok,,,1.603825375001179,,2026-08-26T11:49:34+00:00,iyohwan-ui-Macmini.local,3.12.14,b5d3363,dwave.samplers.SimulatedAnnealingSampler,100,0.0005259579920675606,185,12,0,1.0,,185.0,185.0,661.0,185.0,223.296875,1.470385161135164,1.0,48.0,,True,True,True
v100_s7_p30__h3__nored__r1,v100_s7_p30,100,7,0.3,0.2992957746478873,100,199,h3,3,False,1,264735592,ok,,,2.8920274169940967,,2026-08-26T11:49:38+00:00,iyohwan-ui-Macmini.local,3.12.14,b5d3363,dwave.samplers.SimulatedAnnealingSampler,100,0.0005542500002775341,185,12,0,14.0,7.0,120.0,28.0,514.0,199.0,190.15625,1.4636113516113531,1.0,68.0,,True,True,True
v100_s7_p30__h3__red__r1,v100_s7_p30,100,7,0.3,0.2992957746478873,100,199,h3,3,True,1,264735592,ok,,,2.566243541004951,,2026-08-26T11:49:37+00:00,iyohwan-ui-Macmini.local,3.12.14,b5d3363,dwave.samplers.SimulatedAnnealingSampler,100,0.0005329170089680701,185,12,0,17.0,13.0,101.0,34.0,350.0,185.0,183.5,1.5020581609748327,1.0,56.0,,True,True,True
v100_s7_p30__h4__nored__r1,v100_s7_p30,100,7,0.3,0.2992957746478873,100,199,h4,4,False,1,264735592,ok,,,3.7066340830060653,,2026-08-26T11:49:39+00:00,iyohwan-ui-Macmini.local,3.12.14,b5d3363,dwave.samplers.SimulatedAnnealingSampler,100,0.0005094169900985435,185,12,0,38.0,35.0,117.0,29.0,417.0,199.0,189.234375,1.476213524130193,1.0,64.0,,True,True,True
