run_id,graph_id,vertices,graph_seed,remove_ratio_target,remove_ratio_actual,n_vertices,n_edges,hop_key,hops,use_reduction,rep,run_seed,status,error_type,error_message,elapsed_sec,timeout_sec,started_at,hostname,python_version,git_sha,sampler,num_reads,contraction_sec,n_edges_contracted,n_super_edges,n_cycle_chains,n_subgraphs,partition_target_k,qubo_vars_total,qubo_vars_max,qubo_couplings_total,n_edges_solved,peak_rss_mb,apsp_sum,strong_connect_rate,flow_score,sample_score,strongly_connected,use_dnc,ok
v300_s4_p50__h2+3__red__r3,v300_s4_p50,300,4,0.5,0.49943246311010214,300,441,h2+3,2+3,True,3,1613591661,ok,,,8.036741375020938,,2026-08-27T00:07:52+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0011552500072866678,310,98,0,15.0,17.0,169.0,85.0,480.0,310.0,333.46875,1.8657503120913,1.0,144.0,,True,True,True
v300_s4_p50__h2+3+4__nored__r3,v300_s4_p50,300,4,0.5,0.49943246311010214,300,441,h2+3+4,2+3+4,False,3,1613591661,ok,,,17.22103087499272,,2026-08-27T00:08:02+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0012081250024493784,310,98,0,57.0,116.0,153.0,28.0,356.0,441.0,310.8125,1.8177077291443584,1.0,136.0,,True,True,True
v300_s4_p50__h2+3+4__red__r3,v300_s4_p50,300,4,0.5,0.49943246311010214,300,441,h2+3+4,2+3+4,True,3,1613591661,ok,,,9.522003833000781,,2026-08-27T00:08:01+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.001160790998255834,310,98,0,28.0,45.0,231.0,81.0,853.0,310.0,250.734375,1.7911213424728547,1.0,164.0,,True,True,True
v300_s5_p0__h2__nored__r3,v300_s5_p0,300,5,0.0,0.0,300,886,h2,2,False,3,142827707,ok,,,75.62526804200024,,2026-08-27T00:08:07+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0017355839954689145,886,0,0,5.0,2.0,842.0,431.0,4097.0,886.0,585.15625,1.2824248182756044,1.0,168.0,,True,True,True
v300_s5_p0__h2__red__r3,v300_s5_p0,300,5,0.0,0.0,300,886,h2,2,True,3,142827707,ok,,,75.45417508398532,,2026-08-27T00:08:02+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0018290840089321136,886,0,0,5.0,2.0,842.0,431.0,4097.0,886.0,591.625,1.2824248182756044,1.0,168.0,,True,True,True
v300_s5_p0__h3__nored__r3,v300_s5_p0,300,5,0.0,0.0,300,886,h3,3,False,3,142827707,ok,,,104.00704391699401,,2026-08-27T00:08:11+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0017654169932939112,886,0,0,211.0,134.0,375.0,36.0,1077.0,886.0,277.25,1.3081634817859513,1.0,288.0,,True,True,True
v300_s5_p0__h3__red__r3,v300_s5_p0,300,5,0.0,0.0,300,886,h3,3,True,3,142827707,ok,,,106.10789712500991,,2026-08-27T00:08:10+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0017349580011796206,886,0,0,211.0,134.0,375.0,36.0,1077.0,886.0,293.0,1.3081634817859513,1.0,288.0,,True,True,True
v300_s5_p0__h4__nored__r3,v300_s5_p0,300,5,0.0,0.0,300,886,h4,4,False,3,142827707,ok,,,262.15460729098413,,2026-08-27T00:08:15+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0018074169929604977,886,0,0,304.0,283.0,325.0,24.0,816.0,886.0,456.4375,1.3180775463537953,1.0,308.0,,True,True,True
v300_s5_p0__h4__red__r3,v300_s5_p0,300,5,0.0,0.0,300,886,h4,4,True,3,142827707,ok,,,256.9926666250103,,2026-08-27T00:08:11+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0017431669984944165,886,0,0,304.0,283.0,325.0,24.0,816.0,886.0,454.125,1.3180775463537953,1.0,308.0,,True,True,True
v300_s5_p0__h2+3__nored__r3,v300_s5_p0,300,5,0.0,0.0,300,886,h2+3,2+3,False,3,142827707,ok,,,106.47001200000523,,2026-08-27T00:08:20+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.001818082993850112,886,0,0,211.0,134.0,375.0,36.0,1077.0,886.0,278.859375,1.3143747140690951,1.0,292.0,,True,True,True
v300_s5_p0__h2+3__red__r3,v300_s5_p0,300,5,0.0,0.0,300,886,h2+3,2+3,True,3,142827707,ok,,,107.53497279100702,,2026-08-27T00:08:19+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0018604999931994826,886,0,0,211.0,134.0,375.0,36.0,1077.0,886.0,290.546875,1.3143747140690951,1.0,292.0,,True,True,True
v300_s5_p0__h2+3+4__nored__r3,v300_s5_p0,300,5,0.0,0.0,300,886,h2+3+4,2+3+4,False,3,142827707,ok,,,267.32996854101657,,2026-08-27T00:08:38+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0018451250216457993,886,0,0,304.0,283.0,325.0,24.0,814.0,886.0,452.953125,1.3135215747025133,1.0,284.0,,True,True,True
v300_s5_p0__h2+3+4__red__r3,v300_s5_p0,300,5,0.0,0.0,300,886,h2+3+4,2+3+4,True,3,142827707,ok,,,267.57680637500016,,2026-08-27T00:08:21+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.001834082999266684,886,0,0,304.0,283.0,325.0,24.0,814.0,886.0,457.75,1.3135215747025133,1.0,284.0,,True,True,True
v300_s5_p10__h2__nored__r3,v300_s5_p10,300,5,0.1,0.10045146726862303,300,797,h2,2,False,3,744863967,ok,,,18.366955292003695,,2026-08-27T00:08:48+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0009331250039394945,793,4,0,1.0,,797.0,797.0,3724.0,797.0,757.40625,1.335622447785932,1.0,134.0,-2093.0,True,True,True
v300_s5_p10__h2__red__r3,v300_s5_p10,300,5,0.1,0.10045146726862303,300,797,h2,2,True,3,744863967,ok,,,18.11127358401427,,2026-08-27T00:08:44+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0009644999809097499,793,4,0,1.0,,793.0,793.0,3717.0,793.0,752.40625,1.3306140689790422,1.0,134.0,,True,True,True
v300_s5_p10__h3__nored__r3,v300_s5_p10,300,5,0.1,0.10045146726862303,300,797,h3,3,False,3,744863967,ok,,,73.01286600000458,,2026-08-27T00:09:08+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0009107079822570086,793,4,0,163.0,111.0,356.0,18.0,991.0,797.0,286.0,1.3393035823641468,1.0,270.0,,True,True,True
v300_s5_p10__h3__red__r3,v300_s5_p10,300,5,0.1,0.10045146726862303,300,797,h3,3,True,3,744863967,ok,,,61.677047334000235,,2026-08-27T00:09:03+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0009491250093560666,793,4,0,147.0,98.0,375.0,20.0,1101.0,793.0,297.046875,1.332863461262664,1.0,290.0,,True,True,True
v300_s5_p10__h4__nored__r3,v300_s5_p10,300,5,0.1,0.10045146726862303,300,797,h4,4,False,3,744863967,ok,,,160.11445012499462,,2026-08-27T00:09:24+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0009300830133724958,793,4,0,273.0,235.0,241.0,21.0,532.0,797.0,386.5,1.3479628594180466,1.0,258.0,,True,True,True
v300_s5_p10__h4__red__r3,v300_s5_p10,300,5,0.1,0.10045146726862303,300,797,h4,4,True,3,744863967,ok,,,198.13499349998892,,2026-08-27T00:09:18+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0009057919960469007,793,4,0,297.0,300.0,199.0,12.0,343.0,793.0,388.453125,1.352443337134335,1.0,234.0,,True,True,True
v300_s5_p10__h2+3__nored__r3,v300_s5_p10,300,5,0.1,0.10045146726862303,300,797,h2+3,2+3,False,3,744863967,ok,,,74.60404254100285,,2026-08-27T00:09:57+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0009295000054407865,793,4,0,163.0,111.0,356.0,18.0,991.0,797.0,286.625,1.3394316995399411,1.0,274.0,,True,True,True
v300_s5_p10__h2+3__red__r3,v300_s5_p10,300,5,0.1,0.10045146726862303,300,797,h2+3,2+3,True,3,744863967,ok,,,63.364730166009394,,2026-08-27T00:09:56+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0008693329873494804,793,4,0,147.0,98.0,375.0,20.0,1101.0,793.0,299.546875,1.3283828468999657,1.0,270.0,,True,True,True
v300_s5_p10__h2+3+4__nored__r3,v300_s5_p10,300,5,0.1,0.10045146726862303,300,797,h2+3+4,2+3+4,False,3,744863967,ok,,,166.86109620900243,,2026-08-27T00:10:07+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0009226250112988055,793,4,0,273.0,235.0,255.0,21.0,528.0,797.0,388.796875,1.346903505109537,1.0,254.0,,True,True,True
v300_s5_p10__h2+3+4__red__r3,v300_s5_p10,300,5,0.1,0.10045146726862303,300,797,h2+3+4,2+3+4,True,3,744863967,ok,,,202.99405166698853,,2026-08-27T00:10:06+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0004899170016869903,793,4,0,297.0,300.0,209.0,12.0,346.0,793.0,388.75,1.3524222477938523,1.0,222.0,,True,True,True
v300_s5_p30__h2__nored__r3,v300_s5_p30,300,5,0.3,0.3002257336343115,300,620,h2,2,False,3,2114150275,ok,,,15.222609749995172,,2026-08-27T00:10:21+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0009312079928349704,588,30,0,1.0,,620.0,620.0,2224.0,620.0,745.1875,1.4413304915165448,0.98,144.0,-1242.0,True,True,True
v300_s5_p30__h2__red__r3,v300_s5_p30,300,5,0.3,0.3002257336343115,300,620,h2,2,True,3,2114150275,ok,,,12.916844749997836,,2026-08-27T00:10:07+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0008800829818937927,588,30,0,1.0,,588.0,588.0,2180.0,588.0,667.15625,1.4424550214657892,1.0,144.0,,True,True,True
v300_s5_p30__h3__nored__r3,v300_s5_p30,300,5,0.3,0.3002257336343115,300,620,h3,3,False,3,2114150275,ok,,,26.279801167023834,,2026-08-27T00:10:37+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0008966669847723097,588,30,0,79.0,59.0,300.0,44.0,955.0,620.0,305.46875,1.436231114266868,1.0,204.0,,True,True,True
v300_s5_p30__h3__red__r3,v300_s5_p30,300,5,0.3,0.3002257336343115,300,620,h3,3,True,3,2114150275,ok,,,24.218999791017268,,2026-08-27T00:10:22+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0009546670189592987,588,30,0,76.0,56.0,274.0,32.0,868.0,588.0,297.96875,1.4195472826985402,1.0,200.0,,True,True,True
v300_s5_p30__h4__nored__r3,v300_s5_p30,300,5,0.3,0.3002257336343115,300,620,h4,4,False,3,2114150275,ok,,,56.44923766699503,,2026-08-27T00:11:00+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0008909580064937472,588,30,0,144.0,177.0,265.0,24.0,710.0,620.0,283.9375,1.4245030371391092,1.0,208.0,,True,True,True
v300_s5_p30__h4__red__r3,v300_s5_p30,300,5,0.3,0.3002257336343115,300,620,h4,4,True,3,2114150275,ok,,,44.11135966700385,,2026-08-27T00:10:47+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0008917090017348528,588,30,0,124.0,148.0,287.0,32.0,869.0,588.0,292.578125,1.4503882938471024,1.0,220.0,,True,True,True
v300_s5_p30__h2+3__nored__r3,v300_s5_p30,300,5,0.3,0.3002257336343115,300,620,h2+3,2+3,False,3,2114150275,ok,,,27.4580022500013,,2026-08-27T00:11:12+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0009218330087605864,588,30,0,79.0,59.0,300.0,44.0,955.0,620.0,299.53125,1.4328316696279446,1.0,208.0,,True,True,True
v300_s5_p30__h2+3__red__r3,v300_s5_p30,300,5,0.3,0.3002257336343115,300,620,h2+3,2+3,True,3,2114150275,ok,,,25.808130082994467,,2026-08-27T00:11:05+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.000983500009169802,588,30,0,76.0,56.0,276.0,32.0,868.0,588.0,296.5,1.4205778838110075,1.0,216.0,,True,True,True
v300_s5_p30__h2+3+4__nored__r3,v300_s5_p30,300,5,0.3,0.3002257336343115,300,620,h2+3+4,2+3+4,False,3,2114150275,ok,,,60.39429095797823,,2026-08-27T00:11:32+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0009314579947385937,588,30,0,144.0,177.0,269.0,24.0,712.0,620.0,288.703125,1.4292841754044987,1.0,204.0,,True,True,True
v300_s5_p30__h2+3+4__red__r3,v300_s5_p30,300,5,0.3,0.3002257336343115,300,620,h2+3+4,2+3+4,True,3,2114150275,ok,,,47.597639042011,,2026-08-27T00:11:31+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0009017910051625222,588,30,0,124.0,148.0,295.0,32.0,869.0,588.0,290.71875,1.4547510239400754,1.0,208.0,,True,True,True
v300_s5_p50__h2__nored__r3,v300_s5_p50,300,5,0.5,0.5,300,443,h2,2,False,3,490409038,ok,,,5.120780542027205,,2026-08-27T00:11:44+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0011879579978995025,306,98,0,1.0,,443.0,443.0,1046.0,443.0,171.484375,2.040682388417167,0.01,106.0,-612.0,True,True,True
v300_s5_p50__h2__red__r3,v300_s5_p50,300,5,0.5,0.5,300,443,h2,2,True,3,490409038,ok,,,2.7948751249932684,,2026-08-27T00:11:41+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.001165207999292761,306,98,0,1.0,,306.0,306.0,880.0,306.0,208.296875,1.89857582112166,1.0,106.0,,True,True,True
v300_s5_p50__h3__nored__r3,v300_s5_p50,300,5,0.5,0.5,300,443,h3,3,False,3,490409038,ok,,,12.293798708007671,,2026-08-27T00:11:57+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0011290419788565487,306,98,0,28.0,25.0,181.0,52.0,445.0,443.0,463.25,1.8192019753275779,1.0,130.0,,True,True,True
v300_s5_p50__h3__red__r3,v300_s5_p50,300,5,0.5,0.5,300,443,h3,3,True,3,490409038,ok,,,8.579292167007225,,2026-08-27T00:11:50+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.00117591698653996,306,98,0,10.0,5.0,199.0,167.0,893.0,306.0,342.40625,1.7603499473076019,1.0,114.0,,True,True,True
v300_s5_p50__h4__nored__r3,v300_s5_p50,300,5,0.5,0.5,300,443,h4,4,False,3,490409038,ok,,,12.67749229198671,,2026-08-27T00:12:05+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0011385830002836883,306,98,0,30.0,42.0,320.0,108.0,1315.0,443.0,258.453125,2.0450863580827767,1.0,178.0,,True,True,True
v300_s5_p50__h4__red__r3,v300_s5_p50,300,5,0.5,0.5,300,443,h4,4,True,3,490409038,ok,,,8.331953749991953,,2026-08-27T00:12:00+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.001162333006504923,306,98,0,35.0,53.0,178.0,44.0,609.0,306.0,257.3125,1.7869600267826184,1.0,150.0,,True,True,True
v300_s5_p50__h2+3__nored__r3,v300_s5_p50,300,5,0.5,0.5,300,443,h2+3,2+3,False,3,490409038,ok,,,13.204221624997444,,2026-08-27T00:12:10+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0012007920013274997,306,98,0,28.0,25.0,181.0,52.0,445.0,443.0,459.640625,1.7925751941115258,1.0,122.0,,True,True,True
v300_s5_p50__h2+3__red__r3,v300_s5_p50,300,5,0.5,0.5,300,443,h2+3,2+3,True,3,490409038,ok,,,9.172426374978386,,2026-08-27T00:12:09+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0011568339832592756,306,98,0,10.0,5.0,199.0,167.0,893.0,306.0,342.703125,1.7597745502647273,1.0,122.0,,True,True,True
v300_s5_p50__h2+3+4__nored__r3,v300_s5_p50,300,5,0.5,0.5,300,443,h2+3+4,2+3+4,False,3,490409038,ok,,,14.650668332993519,,2026-08-27T00:12:19+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0011749580153264105,306,98,0,30.0,42.0,320.0,108.0,1320.0,443.0,259.515625,1.87840661664721,1.0,150.0,,True,True,True
v300_s5_p50__h2+3+4__red__r3,v300_s5_p50,300,5,0.5,0.5,300,443,h2+3+4,2+3+4,True,3,490409038,ok,,,9.612939540995285,,2026-08-27T00:12:18+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0012142500199843198,306,98,0,35.0,53.0,183.0,44.0,610.0,306.0,252.4375,1.8027757246809064,1.0,158.0,,True,True,True
v300_s6_p0__h2__nored__r3,v300_s6_p0,300,6,0.0,0.0,300,881,h2,2,False,3,105247252,ok,,,73.94618354100385,,2026-08-27T00:12:25+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0016804999904707074,881,0,0,7.0,2.0,823.0,439.0,3924.0,881.0,681.0625,1.2880090088589722,1.0,162.0,,True,True,True
v300_s6_p0__h2__red__r3,v300_s6_p0,300,6,0.0,0.0,300,881,h2,2,True,3,105247252,ok,,,74.62366262500291,,2026-08-27T00:12:20+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0018070839869324118,881,0,0,7.0,2.0,823.0,439.0,3924.0,881.0,692.34375,1.2880090088589722,1.0,162.0,,True,True,True
v300_s6_p0__h3__nored__r3,v300_s6_p0,300,6,0.0,0.0,300,881,h3,3,False,3,105247252,ok,,,99.68021091600531,,2026-08-27T00:12:29+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0017501250258646905,881,0,0,197.0,119.0,386.0,21.0,1125.0,881.0,288.828125,1.30123921711839,1.0,298.0,,True,True,True
v300_s6_p0__h3__red__r3,v300_s6_p0,300,6,0.0,0.0,300,881,h3,3,True,3,105247252,ok,,,100.45145095899352,,2026-08-27T00:12:29+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0016529579879716039,881,0,0,197.0,119.0,386.0,21.0,1125.0,881.0,304.015625,1.30123921711839,1.0,298.0,,True,True,True
v300_s6_p0__h4__nored__r3,v300_s6_p0,300,6,0.0,0.0,300,881,h4,4,False,3,105247252,ok,,,181.01473208298557,,2026-08-27T00:12:34+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0017639170109760016,881,0,0,294.0,220.0,376.0,27.0,1025.0,881.0,445.453125,1.3126266109397353,1.0,258.0,,True,True,True
v300_s6_p0__h4__red__r3,v300_s6_p0,300,6,0.0,0.0,300,881,h4,4,True,3,105247252,ok,,,182.04402441700222,,2026-08-27T00:12:33+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0017795829917304218,881,0,0,294.0,220.0,376.0,27.0,1025.0,881.0,443.59375,1.3126266109397353,1.0,258.0,,True,True,True
v300_s6_p0__h2+3__nored__r3,v300_s6_p0,300,6,0.0,0.0,300,881,h2+3,2+3,False,3,105247252,ok,,,103.1768376659893,,2026-08-27T00:12:38+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0018939580186270177,881,0,0,197.0,119.0,386.0,21.0,1125.0,881.0,287.03125,1.3065039723990624,1.0,290.0,,True,True,True
v300_s6_p0__h2+3__red__r3,v300_s6_p0,300,6,0.0,0.0,300,881,h2+3,2+3,True,3,105247252,ok,,,102.45551737499773,,2026-08-27T00:12:37+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.001955624989932403,881,0,0,197.0,119.0,386.0,21.0,1125.0,881.0,290.796875,1.3065039723990624,1.0,290.0,,True,True,True
v300_s6_p0__h2+3+4__nored__r3,v300_s6_p0,300,6,0.0,0.0,300,881,h2+3+4,2+3+4,False,3,105247252,ok,,,188.9558571249945,,2026-08-27T00:12:55+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0010767499916255474,881,0,0,294.0,220.0,376.0,27.0,1017.0,881.0,447.546875,1.3110699715553398,1.0,270.0,,True,True,True
v300_s6_p0__h2+3+4__red__r3,v300_s6_p0,300,6,0.0,0.0,300,881,h2+3+4,2+3+4,True,3,105247252,ok,,,190.7392159999872,,2026-08-27T00:12:50+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0018404580187052488,881,0,0,294.0,220.0,376.0,27.0,1017.0,881.0,449.921875,1.3110699715553398,1.0,270.0,,True,True,True
v300_s6_p10__h2__nored__r3,v300_s6_p10,300,6,0.1,0.09988649262202043,300,793,h2,2,False,3,425059671,ok,,,18.77103858301416,,2026-08-27T00:13:25+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0009174579754471779,788,5,0,1.0,,793.0,793.0,3715.0,793.0,757.390625,1.3238017823866826,1.0,140.0,-2079.0,True,True,True
v300_s6_p10__h2__red__r3,v300_s6_p10,300,6,0.1,0.09988649262202043,300,793,h2,2,True,3,425059671,ok,,,17.678620542021235,,2026-08-27T00:13:06+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0009467079944442958,788,5,0,1.0,,788.0,788.0,3706.0,788.0,749.03125,1.3273277658173372,1.0,140.0,,True,True,True
v300_s6_p10__h3__nored__r3,v300_s6_p10,300,6,0.1,0.09988649262202043,300,793,h3,3,False,3,425059671,ok,,,70.64282641600585,,2026-08-27T00:13:35+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0009182500070892274,788,5,0,150.0,109.0,372.0,24.0,1123.0,793.0,294.78125,1.3229904519173001,1.0,260.0,,True,True,True
v300_s6_p10__h3__red__r3,v300_s6_p10,300,6,0.1,0.09988649262202043,300,793,h3,3,True,3,425059671,ok,,,69.47978762499406,,2026-08-27T00:13:30+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0009108750091399997,788,5,0,160.0,115.0,343.0,21.0,875.0,788.0,289.0625,1.3381781080305981,1.0,268.0,,True,True,True
v300_s6_p10__h4__nored__r3,v300_s6_p10,300,6,0.1,0.09988649262202043,300,793,h4,4,False,3,425059671,ok,,,158.59339275001548,,2026-08-27T00:13:45+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0008867910073604435,788,5,0,247.0,241.0,316.0,34.0,914.0,793.0,386.03125,1.3419172819929808,1.0,300.0,,True,True,True
v300_s6_p10__h4__red__r3,v300_s6_p10,300,6,0.1,0.09988649262202043,300,793,h4,4,True,3,425059671,ok,,,153.83504391700262,,2026-08-27T00:13:39+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0009395419911015779,788,5,0,246.0,219.0,258.0,13.0,524.0,788.0,386.96875,1.3256781303357548,1.0,268.0,,True,True,True
v300_s6_p10__h2+3__nored__r3,v300_s6_p10,300,6,0.1,0.09988649262202043,300,793,h2+3,2+3,False,3,425059671,ok,,,72.23332791600842,,2026-08-27T00:14:10+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0009028339991346002,788,5,0,150.0,109.0,372.0,24.0,1123.0,793.0,295.625,1.3301999788575778,1.0,252.0,,True,True,True
v300_s6_p10__h2+3__red__r3,v300_s6_p10,300,6,0.1,0.09988649262202043,300,793,h2+3,2+3,True,3,425059671,ok,,,68.7200542500068,,2026-08-27T00:14:10+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0008855000196490437,788,5,0,160.0,115.0,343.0,21.0,875.0,788.0,287.109375,1.3324818566788046,1.0,280.0,,True,True,True
v300_s6_p10__h2+3+4__nored__r3,v300_s6_p10,300,6,0.1,0.09988649262202043,300,793,h2+3+4,2+3+4,False,3,425059671,ok,,,162.67507129200385,,2026-08-27T00:14:22+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.000882791995536536,788,5,0,247.0,241.0,325.0,34.0,911.0,793.0,387.9375,1.3413755134679402,1.0,296.0,,True,True,True
v300_s6_p10__h2+3+4__red__r3,v300_s6_p10,300,6,0.1,0.09988649262202043,300,793,h2+3+4,2+3+4,True,3,425059671,ok,,,155.9008695410157,,2026-08-27T00:14:21+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0008921249827835709,788,5,0,246.0,219.0,272.0,13.0,527.0,788.0,388.0625,1.331524091447606,1.0,272.0,,True,True,True
v300_s6_p30__h2__nored__r3,v300_s6_p30,300,6,0.3,0.2996594778660613,300,617,h2,2,False,3,453748663,ok,,,15.295345958002144,,2026-08-27T00:14:47+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0009754170023370534,576,39,0,1.0,,617.0,617.0,2206.0,617.0,756.296875,1.4306606875029222,1.0,138.0,-1239.0,True,True,True
