graph_id,vertices,remove_ratio_target,hop_key,rep,apsp_sum_off,apsp_sum_on,elapsed_sec_off,elapsed_sec_on,ok_off,ok_on,qubo_vars_total_off,qubo_vars_total_on,strongly_connected_off,strongly_connected_on,both_sc,diff_apsp,diff_time,ratio_time,diff_qubo_vars
v100_s0_p0,100,0.0,h2,0,1.3094349446849456,1.3094349446849456,5.020525583007839,4.959056749998126,True,True,252.0,252.0,True,True,True,0.0,-0.0614688330097124,0.9877564944160914,0.0
v100_s0_p0,100,0.0,h2,1,1.3096540404040455,1.3096540404040455,5.174821666994831,5.260464833001606,True,True,252.0,252.0,True,True,True,0.0,0.08564316600677557,1.016549974379409,0.0
v100_s0_p0,100,0.0,h2,2,1.3037717652717704,1.3037717652717704,5.188147167005809,5.241403124993667,True,True,252.0,252.0,True,True,True,0.0,0.05325595798785798,1.010264928166753,0.0
v100_s0_p0,100,0.0,h2,3,1.2952665945165944,1.2952665945165944,5.286901540996041,5.321954624989303,True,True,252.0,252.0,True,True,True,0.0,0.03505308399326168,1.0066301752967122,0.0
v100_s0_p0,100,0.0,h2,4,1.2987145262145272,1.2987145262145272,5.2201039159845095,5.297709790989757,True,True,252.0,252.0,True,True,True,0.0,0.07760587500524707,1.0148667299069678,0.0
v100_s0_p0,100,0.0,h3,0,1.3473691678691668,1.3473691678691668,5.282800083004986,5.31733050000912,True,True,153.0,153.0,True,True,True,0.0,0.034530417004134506,1.0065363853376206,0.0
v100_s0_p0,100,0.0,h3,1,1.3382901635401632,1.3382901635401632,5.567948042007629,5.611210667004343,True,True,137.0,137.0,True,True,True,0.0,0.043262624996714294,1.0077699405005789,0.0
v100_s0_p0,100,0.0,h3,2,1.3414408369408324,1.3414408369408324,5.6484401670022635,5.67578412500734,True,True,153.0,153.0,True,True,True,0.0,0.027343958005076274,1.004840975065084,0.0
v100_s0_p0,100,0.0,h3,3,1.3294396344396362,1.3294396344396362,6.260975582990795,6.25150129199028,True,True,144.0,144.0,True,True,True,0.0,-0.009474291000515223,0.9984867708115244,0.0
v100_s0_p0,100,0.0,h3,4,1.3424580327080318,1.3424580327080318,5.775381375016877,5.768216124997707,True,True,154.0,154.0,True,True,True,0.0,-0.007165250019170344,0.9987593459974495,0.0
v100_s0_p0,100,0.0,h4,0,1.3429129389129386,1.3429129389129386,13.226904333001585,13.338435875004507,True,True,108.0,108.0,True,True,True,0.0,0.11153154200292192,1.0084321727287804,0.0
v100_s0_p0,100,0.0,h4,1,1.3445591630591656,1.3445591630591656,12.512442334002117,12.600036042000283,True,True,107.0,107.0,True,True,True,0.0,0.08759370799816679,1.007000528406843,0.0
v100_s0_p0,100,0.0,h4,2,1.3428062770562739,1.3428062770562739,13.309061207997729,13.306199458005722,True,True,93.0,93.0,True,True,True,0.0,-0.0028617499920073897,0.9997849773212939,0.0
v100_s0_p0,100,0.0,h4,3,1.346751924001928,1.346751924001928,13.436289000004763,13.498106334009208,True,True,100.0,100.0,True,True,True,0.0,0.061817334004445,1.0046007743659298,0.0
v100_s0_p0,100,0.0,h4,4,1.3376873496873458,1.3376873496873458,11.892158125003334,11.858363917010138,True,True,139.0,139.0,True,True,True,0.0,-0.033794207993196324,0.9971582779477054,0.0
v100_s0_p0,100,0.0,h2+3,0,1.3421069023569028,1.3421069023569028,5.803725417004898,5.876789916990674,True,True,153.0,153.0,True,True,True,0.0,0.07306449998577591,1.0125892413468938,0.0
v100_s0_p0,100,0.0,h2+3,1,1.3345939153439197,1.3345939153439197,6.102582749997964,6.127527332995669,True,True,137.0,137.0,True,True,True,0.0,0.024944582997704856,1.004087545227914,0.0
v100_s0_p0,100,0.0,h2+3,2,1.3371884319384288,1.3371884319384288,6.308203749998938,6.3368088330025785,True,True,153.0,153.0,True,True,True,0.0,0.028605083003640175,1.0045345845088858,0.0
v100_s0_p0,100,0.0,h2+3,3,1.3254480519480547,1.3254480519480547,6.803598124999553,6.818726458994206,True,True,144.0,144.0,True,True,True,0.0,0.015128333994653076,1.0022235784237556,0.0
v100_s0_p0,100,0.0,h2+3,4,1.3222008177008149,1.3222008177008149,6.315329167002346,6.326687082997523,True,True,154.0,154.0,True,True,True,0.0,0.011357915995176882,1.0017984677749692,0.0
v100_s0_p0,100,0.0,h2+3+4,0,1.348886724386721,1.348886724386721,15.054755042001489,15.403075125010218,True,True,108.0,108.0,True,True,True,0.0,0.34832008300872985,1.0231368814727935,0.0
v100_s0_p0,100,0.0,h2+3+4,1,1.341138047138049,1.341138047138049,14.36072216599132,14.262620457986486,True,True,107.0,107.0,True,True,True,0.0,-0.0981017080048332,0.9931687482794455,0.0
v100_s0_p0,100,0.0,h2+3+4,2,1.3445524290524251,1.3445524290524251,15.309378875012044,15.169737624994013,True,True,93.0,93.0,True,True,True,0.0,-0.1396412500180304,0.9908787122483491,0.0
v100_s0_p0,100,0.0,h2+3+4,3,1.3479782347282374,1.3479782347282374,15.150999957986642,15.259830541006522,True,True,100.0,100.0,True,True,True,0.0,0.10883058301988058,1.0071830627233624,0.0
v100_s0_p0,100,0.0,h2+3+4,4,1.3350639730639693,1.3350639730639693,13.347372292017099,13.389498125005048,True,True,139.0,139.0,True,True,True,0.0,0.04212583298794925,1.003156114332193,0.0
v100_s0_p10,100,0.1,h2,0,1.3547279140612476,1.3449863716530384,2.189023500002804,2.158930917008547,True,True,256.0,254.0,True,True,True,-0.009741542408209236,-0.0300925829942571,0.9862529648520363,-2.0
v100_s0_p10,100,0.1,h2,1,1.3364327801827791,1.350272085938752,2.31661583299865,2.2694922079972457,True,True,256.0,254.0,True,True,True,0.01383930575597292,-0.047123625001404434,0.9796584205589206,-2.0
v100_s0_p10,100,0.1,h2,2,1.3517653519320174,1.3446004088504093,2.3230008340033237,2.279855500004487,True,True,256.0,254.0,True,True,True,-0.007164943081608088,-0.04314533399883658,0.9814268968967684,-2.0
