vertices,remove_ratio_target,hop_key,use_reduction,n_runs,n_ok,n_timeout,n_error,n_sc,time_mean,time_std,n_subgraphs_mean,qubo_vars_mean,n_edges_mean,n_edges_solved_mean,sc_rate,apsp_mean,apsp_std,apsp_min,apsp_max
100,0.0,h2,False,50,50,0,0,50,3.545595982519735,1.236816060306566,4.88,262.32,283.9,283.9,1.0,1.3118973945807282,0.008694292056902588,1.2916308722142038,1.3261464646464673
100,0.0,h2,True,50,50,0,0,50,3.590117618398508,1.2274820043280863,4.88,262.32,283.9,283.9,1.0,1.3118973945807282,0.008694292056902588,1.2916308722142038,1.3261464646464673
100,0.0,h3,False,50,50,0,0,50,5.674196315002046,0.33409653585533816,47.7,143.84,283.9,283.9,1.0,1.3320408345358334,0.010517277482009712,1.3041565656565623,1.3568623136123081
100,0.0,h3,True,50,50,0,0,50,5.683694175018754,0.3416050844136834,47.7,143.84,283.9,283.9,1.0,1.3320408345358334,0.010517277482009712,1.3041565656565623,1.3568623136123081
100,0.0,h4,False,50,50,0,0,50,12.872575299121381,0.9775533672055464,86.94,121.5,283.9,283.9,1.0,1.3405686716370044,0.008990544689985433,1.321773168189833,1.3633908128908068
100,0.0,h4,True,50,50,0,0,50,12.868146169201063,0.9791062480406123,86.94,121.5,283.9,283.9,1.0,1.3405686716370044,0.008990544689985433,1.321773168189833,1.3633908128908068
100,0.0,h2+3,False,50,50,0,0,50,6.145795079260133,0.37152945277757965,47.7,143.84,283.9,283.9,1.0,1.3302555988455982,0.007674637096277414,1.312414902998235,1.3446795334295303
100,0.0,h2+3,True,50,50,0,0,50,6.180783220079902,0.36255445671869907,47.7,143.84,283.9,283.9,1.0,1.3302555988455982,0.007674637096277414,1.312414902998235,1.3446795334295303
100,0.0,h2+3+4,False,50,50,0,0,50,14.485976516700466,1.1052363285006503,87.2,121.42,283.9,283.9,1.0,1.3406981826198483,0.00815525943885254,1.3201447410614038,1.3578929773929724
100,0.0,h2+3+4,True,50,50,0,0,50,14.537715436641301,1.0778299921064556,87.2,121.42,283.9,283.9,1.0,1.3406981826198483,0.00815525943885254,1.3201447410614038,1.3578929773929724
