vertices,remove_ratio_target,hop_key,use_reduction,k,best_mean,best_std,sc_frac,n_graphs
100,0.0,h2,False,1,1.3160591781411253,0.00920002076335141,1.0,10
100,0.0,h2,False,2,1.3084567910896745,0.007483355496124852,1.0,10
100,0.0,h2,False,3,1.3055985692214258,0.004591483484734963,1.0,10
100,0.0,h2,False,4,1.3039810091918338,0.004728959720945489,1.0,10
100,0.0,h2,False,5,1.3036546832252676,0.004516472683342262,1.0,10
100,0.0,h2,True,1,1.3136735365265189,0.007494682442733344,1.0,10
100,0.0,h2,True,2,1.3103640403070844,0.006287804532212121,1.0,10
100,0.0,h2,True,3,1.3080125024839777,0.0055788929954216065,1.0,10
100,0.0,h2,True,4,1.3078804794367143,0.005860445597472618,1.0,10
100,0.0,h2,True,5,1.3067243576404413,0.007010592743478491,1.0,10
100,0.0,h2+3,False,1,1.356021941012042,0.016806060019700673,1.0,10
100,0.0,h2+3,False,2,1.3434759713284616,0.014675971557045586,1.0,10
100,0.0,h2+3,False,3,1.338641143061726,0.010926655633233702,1.0,10
100,0.0,h2+3,False,4,1.338641143061726,0.010926655633233702,1.0,10
100,0.0,h2+3,False,5,1.334678391150668,0.009432121575739121,1.0,10
100,0.0,h2+3,True,1,1.359964610852931,0.017152273858425427,1.0,10
100,0.0,h2+3,True,2,1.350629306855416,0.014417487387519507,1.0,10
100,0.0,h2+3,True,3,1.347720374434763,0.013673096830855592,1.0,10
100,0.0,h2+3,True,4,1.347720374434763,0.013673096830855592,1.0,10
100,0.0,h2+3,True,5,1.3464878849743322,0.013596101653886453,1.0,10
100,0.0,h2+3+4,False,1,1.3754411112308107,0.019779093802241958,1.0,10
100,0.0,h2+3+4,False,2,1.3645251479407832,0.01409952160705285,1.0,10
100,0.0,h2+3+4,False,3,1.3575838785760286,0.010884409845728643,1.0,10
100,0.0,h2+3+4,False,4,1.356442462043792,0.011718907259024991,1.0,10
100,0.0,h2+3+4,False,5,1.35598794463112,0.01160027347649407,1.0,10
100,0.0,h2+3+4,True,1,1.3852613861809864,0.013266609181641619,1.0,10
100,0.0,h2+3+4,True,2,1.3714628062915426,0.006469240501783633,1.0,10
100,0.0,h2+3+4,True,3,1.3712668978311509,0.006734567521182923,1.0,10
100,0.0,h2+3+4,True,4,1.3705781318865915,0.006708223940465227,1.0,10
100,0.0,h2+3+4,True,5,1.3699357209305443,0.005991707683982664,1.0,10
100,0.0,h3,False,1,1.353031805541782,0.017534504377953147,1.0,10
100,0.0,h3,False,2,1.3407999653841847,0.011236202344329567,1.0,10
100,0.0,h3,False,3,1.3369500946073085,0.011014094633237891,1.0,10
100,0.0,h3,False,4,1.3365851891539449,0.010845343888721172,1.0,10
100,0.0,h3,False,5,1.3358239487916792,0.01011423217031087,1.0,10
100,0.0,h3,True,1,1.3605334731354293,0.014110079022971667,1.0,10
100,0.0,h3,True,2,1.3532564619360914,0.015450691163080607,1.0,10
100,0.0,h3,True,3,1.350893245694355,0.014703219604292184,1.0,10
100,0.0,h3,True,4,1.3485101030596076,0.011561509819468166,1.0,10
100,0.0,h3,True,5,1.3484992237593345,0.011557920754217054,1.0,10
100,0.0,h4,False,1,1.3748641895982736,0.022944213340216665,1.0,10
100,0.0,h4,False,2,1.3638627326542139,0.015972312017397895,1.0,10
100,0.0,h4,False,3,1.3571982580237414,0.009888836432985503,1.0,10
100,0.0,h4,False,4,1.3562450637597625,0.010574094351862956,1.0,10
100,0.0,h4,False,5,1.3558402366960225,0.010526057549994035,1.0,10
100,0.0,h4,True,1,1.3835319971868028,0.012640301751911128,1.0,10
100,0.0,h4,True,2,1.372729363064472,0.010066333585254293,1.0,10
100,0.0,h4,True,3,1.370616776116858,0.008123610687287225,1.0,10
100,0.0,h4,True,4,1.3663809743962965,0.008802115522101093,1.0,10
100,0.0,h4,True,5,1.366267351851613,0.008645582808733576,1.0,10
100,0.1,h2,False,1,1.4779907402840058,0.022497436405722014,1.0,10
100,0.1,h2,False,2,1.4722264012807638,0.023327863979417267,1.0,10
100,0.1,h2,False,3,1.4714862579966366,0.021919879437319562,1.0,10
100,0.1,h2,False,4,1.4713231568029197,0.02173492047878796,1.0,10
100,0.1,h2,False,5,1.4675511734139577,0.023561952045290695,1.0,10
100,0.1,h2,True,1,1.4875720471678529,0.023485274341569204,1.0,10
100,0.1,h2,True,2,1.4747931039944358,0.015262882104466996,1.0,10
100,0.1,h2,True,3,1.4714271499082499,0.015564234514085026,1.0,10
100,0.1,h2,True,4,1.4704786290045146,0.014466597940837506,1.0,10
100,0.1,h2,True,5,1.4664105404333512,0.013499810571367354,1.0,10
100,0.1,h2+3,False,1,1.491670293723897,0.026661809115540395,1.0,10
100,0.1,h2+3,False,2,1.4829508595006318,0.020295076369149893,1.0,10
100,0.1,h2+3,False,3,1.4776520970974578,0.020777634358838462,1.0,10
100,0.1,h2+3,False,4,1.477520853024636,0.02083344724113692,1.0,10
100,0.1,h2+3,False,5,1.4756578336069377,0.020695898933302224,1.0,10
100,0.1,h2+3,True,1,1.5045897486450914,0.014038572886193312,1.0,10
100,0.1,h2+3,True,2,1.495990419524685,0.01889309545417606,1.0,10
100,0.1,h2+3,True,3,1.4826272714048963,0.017843739829420266,1.0,10
100,0.1,h2+3,True,4,1.4826272714048963,0.017843739829420266,1.0,10
100,0.1,h2+3,True,5,1.4808106868374202,0.01644130591141311,1.0,10
100,0.1,h2+3+4,False,1,1.5251513087017083,0.02203773247176861,1.0,9
100,0.1,h2+3+4,False,2,1.517420641664397,0.02516699504777549,1.0,9
100,0.1,h2+3+4,False,3,1.513127364678111,0.028218240266424787,1.0,9
100,0.1,h2+3+4,False,4,1.4981964893413633,0.020268453934855483,1.0,9
100,0.1,h2+3+4,False,5,1.4977004062375363,0.019785415979851742,1.0,9
100,0.1,h2+3+4,True,1,1.5064386871463467,0.023029348433037854,1.0,9
100,0.1,h2+3+4,True,2,1.5059768075868238,0.023505651541528078,1.0,9
100,0.1,h2+3+4,True,3,1.498383075401885,0.02514070818074603,1.0,9
100,0.1,h2+3+4,True,4,1.4981864258424404,0.024834797954624302,1.0,9
100,0.1,h2+3+4,True,5,1.497715599327348,0.0248666140586839,1.0,9
100,0.1,h3,False,1,1.4928273372283551,0.03067737275154439,1.0,10
100,0.1,h3,False,2,1.4788475773895944,0.017197013704739805,1.0,10
100,0.1,h3,False,3,1.472896538095819,0.015149001903009614,1.0,10
100,0.1,h3,False,4,1.4699984952147553,0.01790907716264215,1.0,10
100,0.1,h3,False,5,1.4688741101243716,0.0183069871321186,1.0,10
100,0.1,h3,True,1,1.4919685026335607,0.022700602532019633,1.0,10
100,0.1,h3,True,2,1.4824528356604076,0.017253338930609513,1.0,10
100,0.1,h3,True,3,1.4797675124983904,0.018648786345840856,1.0,10
100,0.1,h3,True,4,1.4795062417017815,0.018560904940507574,1.0,10
100,0.1,h3,True,5,1.4773927969732739,0.01604909175068142,1.0,10
100,0.1,h4,False,1,1.5171107225429308,0.02245286763984684,1.0,9
100,0.1,h4,False,2,1.5008264756468794,0.023447281502367467,1.0,9
100,0.1,h4,False,3,1.4986222931942819,0.02005882876739136,1.0,9
100,0.1,h4,False,4,1.4957445857033835,0.020336695896554423,1.0,9
100,0.1,h4,False,5,1.4945894406404845,0.01966254681572324,1.0,9
100,0.1,h4,True,1,1.5141159081028799,0.022571010709781906,1.0,9
100,0.1,h4,True,2,1.509770446609567,0.01800591070720577,1.0,9
