vertices,remove_ratio_target,hop_key,use_reduction,n_runs,n_ok,n_timeout,n_error,n_sc,time_mean,time_std,n_subgraphs_mean,qubo_vars_mean,n_edges_mean,n_edges_solved_mean,sc_rate,apsp_mean,apsp_std,apsp_min,apsp_max
100,0.0,h2,False,2,2,0,0,2,4.612219749993528,0.3889354823358821,4.5,246.0,283.0,283.0,1.0,1.3005329084495747,0.012589380376798244,1.2916308722142038,1.3094349446849456
100,0.0,h2,True,2,2,0,0,2,4.629451083499589,0.36210148638308504,4.5,246.0,283.0,283.0,1.0,1.3005329084495747,0.012589380376798244,1.2916308722142038,1.3094349446849456
100,0.0,h3,False,2,2,0,0,2,5.045564125000965,0.6162361351734249,50.5,135.5,283.0,283.0,1.0,1.3348719135802467,0.017673786507816168,1.3223746592913266,1.3473691678691668
100,0.0,h3,True,2,2,0,0,2,5.084620770998299,0.5723851146101915,50.5,135.5,283.0,283.0,1.0,1.3348719135802467,0.017673786507816168,1.3223746592913266,1.3473691678691668
100,0.0,h4,False,2,2,0,0,2,11.921724542007723,0.07063254281500503,87.0,111.5,283.0,283.0,1.0,1.3404439634439638,0.0034916585933906963,1.337974987974989,1.3429129389129386
100,0.0,h4,True,2,2,0,0,2,11.910516916505003,0.15286752917390406,87.0,111.5,283.0,283.0,1.0,1.3404439634439638,0.0034916585933906963,1.337974987974989,1.3429129389129386
100,0.0,h2+3,False,2,2,0,0,2,5.5092385210009525,0.6193002353439956,50.5,135.5,283.0,283.0,1.0,1.3352174923841584,0.009743097020203269,1.3283280824114143,1.3421069023569028
100,0.0,h2+3,True,2,2,0,0,2,5.515932916998281,0.6027494875542286,50.5,135.5,283.0,283.0,1.0,1.3352174923841584,0.009743097020203269,1.3283280824114143,1.3421069023569028
100,0.0,h2+3+4,False,2,2,0,0,2,13.588325187498413,0.31038425643202355,87.0,111.5,283.0,283.0,1.0,1.3479217372134014,0.0013646979480248247,1.3469567500400816,1.348886724386721
100,0.0,h2+3+4,True,2,2,0,0,2,13.572450646002835,0.21271424769236771,87.0,111.5,283.0,283.0,1.0,1.3479217372134014,0.0013646979480248247,1.3469567500400816,1.348886724386721
100,0.1,h2,False,2,2,0,0,2,2.7531154789976426,1.1123411031074546,11.5,207.5,255.0,255.0,1.0,1.3598927168510526,0.007304134152324897,1.3547279140612476,1.3650575196408579
100,0.1,h2,True,2,2,0,0,2,3.0304926664975937,1.5405868611066733,6.5,216.5,255.0,253.0,1.0,1.3518722943722943,0.009738165299024746,1.3449863716530384,1.3587582170915502
100,0.1,h3,False,2,2,0,0,2,4.150476541501121,0.10655586468130382,41.5,124.0,255.0,255.0,1.0,1.356735870610869,0.0004038059287982002,1.3564503367003324,1.3570214045214055
100,0.1,h3,True,2,2,0,0,2,4.106938187498599,0.02441913719658092,44.0,125.0,255.0,253.0,1.0,1.3686288880872228,0.012839736084596366,1.3595498236331591,1.3777079525412865
100,0.1,h4,False,2,2,0,0,2,7.87370762500359,0.7707462741155985,70.5,108.0,255.0,255.0,1.0,1.3740304633637965,0.014996910607983686,1.3634260461760428,1.3846348805515503
100,0.1,h4,True,2,2,0,0,2,7.924942999998166,0.3377173806776912,68.5,138.5,255.0,253.0,1.0,1.3673036716370053,0.010616465160156052,1.3597966971300284,1.3748106461439824
100,0.1,h2+3,False,2,2,0,0,2,4.523619145998964,0.11491808050089301,41.5,124.0,255.0,255.0,1.0,1.359510441718774,0.0027192206782209803,1.3575876623376613,1.3614332210998867
100,0.1,h2+3,True,2,2,0,0,2,4.545746333504212,0.03865705609479677,44.0,125.0,255.0,253.0,1.0,1.3585978435145099,0.00013854168456032878,1.3584998797498802,1.3586958072791393
