hop_key,use_reduction,vertices,n_runs,pred_sec_per_run,measured_sec_per_run,exponent_b,total_hours_sequential,total_hours_parallel
h2,False,100,200,2.629848114494967,2.629848114494962,2.2487941289054887,0.14610267302749816,0.012175222752291513
h2,False,200,200,12.499284510249717,12.499284510249709,2.2487941289054887,0.6944046950138733,0.05786705791782277
h2,False,300,200,31.108433562900426,,2.2487941289054887,1.7282463090500237,0.14402052575416865
h2,False,400,200,59.40727618719218,,2.2487941289054887,3.300404232621788,0.27503368605181566
h2,False,500,200,98.12288499695543,,2.2487941289054887,5.451271388719746,0.4542726157266455
h2,True,100,200,2.471281119749624,2.4712811197496194,2.251979766079552,0.13729339554164577,0.011441116295137147
h2,True,200,200,11.771603093749963,11.771603093749945,2.251979766079552,0.6539779496527758,0.05449816247106465
h2,True,300,200,29.335234405439603,,2.251979766079552,1.6297352447466447,0.1358112703955537
h2,True,400,200,56.072390263242646,,2.251979766079552,3.115132792402369,0.25959439936686407
h2,True,500,200,92.68051920762422,,2.251979766079552,5.148917733756901,0.4290764778130751
h3,False,100,200,3.617972765625389,3.6179727656253817,2.1711762391950886,0.20099848697918826,0.016749873914932354
h3,False,200,200,16.29500384375211,16.295003843752056,2.1711762391950886,0.9052779913195615,0.07543983260996347
h3,False,300,200,39.2988303647834,,2.1711762391950886,2.1832683535990776,0.1819390294665898
h3,False,400,200,73.39114124647038,,2.1711762391950886,4.07728562480391,0.3397738020669925
h3,False,500,200,119.13856332491828,,2.1711762391950886,6.618809073606571,0.5515674228005476
h3,True,100,200,3.1613470519951163,3.161347051995108,2.219477940820544,0.17563039177750647,0.014635865981458872
h3,True,200,200,14.723179609251055,14.72317960925102,2.219477940820544,0.8179544227361698,0.06816286856134748
h3,True,300,200,36.210312692043594,,2.219477940820544,2.0116840384468664,0.16764033653723887
h3,True,400,200,68.56950984532442,,2.219477940820544,3.809417213629134,0.3174514344690945
h3,True,500,200,112.5176572667773,,2.219477940820544,6.250980959265406,0.5209150799387838
h4,False,100,200,6.382898385380052,6.382898385380031,2.482590437331204,0.35460546585444735,0.029550455487870612
h4,False,200,200,35.67402556262653,35.67402556262641,2.482590437331204,1.9818903090348075,0.16515752575290063
h4,False,300,200,97.6145586468509,,2.482590437331204,5.423031035936161,0.45191925299468005
h4,False,400,200,199.38216512390238,,2.482590437331204,11.07678695132791,0.9230655792773258
h4,False,500,200,346.95582191082406,,2.482590437331204,19.275323439490226,1.606276953290852
h4,True,100,200,6.1410014217490545,6.141001421749024,2.5377597673685366,0.34116674565272526,0.028430562137727104
h4,True,200,200,35.65997297399936,35.659972973999174,2.5377597673685366,1.9811096096666312,0.16509246747221926
h4,True,300,200,99.78340560444151,,2.5377597673685366,5.5435225335800835,0.4619602111316736
h4,True,400,200,207.0726881779789,,2.5377597673685366,11.504038232109938,0.9586698526758282
h4,True,500,200,364.80195201990375,,2.5377597673685366,20.266775112216877,1.688897926018073
h2+3,False,100,200,3.976787005127351,3.976787005127335,2.0930249979663587,0.22093261139596393,0.018411050949663662
h2+3,False,200,200,16.9666318751243,16.96663187512422,2.0930249979663587,0.9425906597291277,0.07854922164409398
h2+3,False,300,200,39.64231829093601,,2.0930249979663587,2.2023510161631115,0.18352925134692596
h2+3,False,400,200,72.38672747995614,,2.0930249979663587,4.021484859997563,0.33512373833313025
h2+3,False,500,200,115.47660917901268,,2.0930249979663587,6.415367176611816,0.534613931384318
h2+3,True,100,200,3.511584677127772,3.5115846771277575,2.1443676823926956,0.19508803761820956,0.01625733646818413
h2+3,True,200,200,15.524661494628214,15.524661494628162,2.1443676823926956,0.862481194146012,0.071873432845501
h2+3,True,300,200,37.03621056034573,,2.1443676823926956,2.0575672533525404,0.17146393777937838
h2+3,True,400,200,68.634288129975,,2.1443676823926956,3.8130160072208334,0.31775133393506944
h2+3,True,500,200,110.75206527139008,,2.1443676823926956,6.152892515077227,0.5127410429231022
h2+3+4,False,100,200,7.42881016662435,7.4288101666243165,2.3497493083318464,0.41271167592357505,0.03439263966029792
h2+3+4,False,200,200,37.86729515625132,37.8672951562512,2.3497493083318464,2.1037386197917405,0.1753115516493117
h2+3+4,False,300,200,98.18261590520193,,2.3497493083318464,5.454589772511218,0.4545491477092682
h2+3+4,False,400,200,193.02311006585302,,2.3497493083318464,10.723506114769613,0.8936255095641344
h2+3+4,False,500,200,326.079536423884,,2.3497493083318464,18.11552980132689,1.5096274834439074
h2+3+4,True,100,200,7.183521703123948,7.183521703123915,2.3997771528961764,0.39908453906244157,0.03325704492187013
h2+3+4,True,200,200,37.90899876024939,37.90899876024923,2.3997771528961764,2.1060554866805217,0.17550462389004348
h2+3+4,True,300,200,100.30488733479794,,2.3997771528961764,5.572493740822107,0.46437447840184226
h2+3+4,True,400,200,200.05399111965323,,2.3997771528961764,11.114110617758513,0.9261758848132094
h2+3+4,True,500,200,341.7508907283624,,2.3997771528961764,18.98616059602013,1.5821800496683442
