graph_id,vertices,remove_ratio_target,run_id,hop_key,use_reduction,rep,apsp_sum,flow_score,elapsed_sec,orientation_bits
v200_s7_p10,200,0.1,v200_s7_p10__h2__nored__whole__r0,h2,False,0,1.3320045746408626,94.0,7.860854791011661,00110101011010101001001110010001011001011010001110010010100011100010011001010101001001101010110001101010011001100100111000110101011001111000101101110011000110011101001110101001011001101001010010011100100111100111010100110000110101100101110011010110011100010010111010000100110001111001010000111100100010100110011100011100011100111100101000111010011100110111110011001101000111010010111110100001100101001001010000010110001100011010011011100100110111110011001111001001001101001110110101000111001000110100110100001000001011100011010
v200_s8_p10,200,0.1,v200_s8_p10__h2__nored__whole__r0,h2,False,0,1.3404677064978383,96.0,7.871341999998549,0110010101100101100110101010000111010010110010001110101110001100101010101010111010001101010000001111101100101000110110011101100011001010001010110010111000011010000011100010111001101001100001001011010010101101011010010101100101001111000110110011001100100011100110100100101100101011010100110000011110001110001101011010011110101000101000010001010010111010110110101101101100001011001110100101100100111111010001001001100011101011001011111101110010011111000100100111110110110010011101000111100011101000010101101111101011100011000111
v200_s9_p10,200,0.1,v200_s9_p10__h2__nored__whole__r0,h2,False,0,1.3401348880042263,94.0,7.77533587499056,01100101101001011001110101001101010110011001011001100110010111010001111100010110101010110011100001001110010011110100100100100011010111011010101100100100111010001101001010000111010000011011011100101110110011110001010101010011100110011011100010110011110110011010111001100001110101110110010001001110100110001100001000011101001111000010011011001001111100011010011001110100000110101000100011101101011001000000101010111100111000111101010001010101101010011110001010101111100001001110001010011011110010101101110100000111111100011100
v200_s0_p30,200,0.3,v200_s0_p30__h3__nored__whole__r0,h3,False,0,1.448736347056048,94.0,7.115326291008387,011001011100101011000011100110010101010011010100011011101011001100000101100100101110101010100101110110101111010010100110011100001111011101100011101010110110101011110011010111111101011101101010110100011010001001100001011001110001010011101001101001001010110011011010100001101011001101110011100011010101110010100111010110110111001111011100101111110010010100110011011100010100110010101110101011011000110111100101
v200_s1_p30,200,0.3,v200_s1_p30__h2__nored__whole__r0,h2,False,0,1.4768393165321572,90.0,6.455154375027632,10100111000011110010111010111001011110100001111001100101010101011001101000101100110001101100010110011010010100110100100111100101101001011001100010101011101000000110011001101011001001010110101110100111110011010010110111100010001100100100011010001011010101011001110001101100101111101000100001100110000111101100011101100111000100010100100011010010100100101101110010010100100101010101111001010101110110001100110
v200_s2_p30,200,0.3,v200_s2_p30__h2__nored__whole__r0,h2,False,0,1.478531777755997,90.0,6.490460749977501,01101001001100110101001010001101010110100111110010110001101101010101100001110111000010101110011110110101101101000101001010011100100001110010011001100011001011001000101111100000001101101000101010101001111011100100110010101010010111010100101110011100100101000111001001001001001101100101110001001101010100100001010110100110011001110110010001011110110011101110011111001110101110110001011000110001111010010101111100
v200_s3_p30,200,0.3,v200_s3_p30__h2__nored__whole__r0,h2,False,0,1.4655115574682243,92.0,6.500442624994321,1001001111010010011010011001010001001110011100010100110011011101010001011000100100111011001101110010010011101011011010101010010010001110100110110010110110011000111001001000111011010010110010001011000000010011101101011110100100111100010001110111110101101001011011111010101100001011000100101000010101101101101010100101101101100101010010111000101110100000111110011101001111110001010100100101011010000001010101011011
v200_s4_p30,200,0.3,v200_s4_p30__h2__red__whole__r0,h2,True,0,1.4761487812159861,104.0,5.081613583985018,0001111001101001001111110001011000101101010010101100110101010101000110110100110100011101001110101101011100110001101100100101111100011110011100110011110100101011010110110100001110101100011101011010001110001110011100011100010001001110100001011000110011111011100101001100010101101110011110001111110001010011010111110011111010010001010000001011000110001010101111101001010101010010010111110110111000110101110101011
v200_s5_p30,200,0.3,v200_s5_p30__h2+3__nored__whole__r0,h2+3,False,0,1.4529461459115778,92.0,7.656555459019728,1100101100101011000011011000110101110011010110011010011011011100001010101010100101010010110100101100101001110010001100110101001011100011011010100101010110010101001111001110101100110101110101011010010111111001000101101100100101100111000101001010000111001101100110001110100101010110011010111100101010110010101101011000000111010000101100011001101010110001011100110000101100110100110010111100111011001011110000110
v200_s6_p30,200,0.3,v200_s6_p30__h2__nored__whole__r0,h2,False,0,1.453396421348057,106.0,6.538436083996203,101011010000011110101100101101011000101010110100011010110011111000101101000111010100101011100001011001110101011011010001010111000011101010100011100011010101001000101100010111010111100001001000110110000111100010001101011011011101011000101010101100011010000011000110011110010100110110010100110100000111100010100110000011110001110111010010111101101010110000101111001010011100001010100111011001001111000000000011
