run_id,graph_id,vertices,graph_seed,remove_ratio_target,remove_ratio_actual,n_vertices,n_edges,hop_key,hops,use_reduction,use_dnc,rep,run_seed,status,error_type,error_message,elapsed_sec,timeout_sec,started_at,hostname,python_version,git_sha,sampler,num_reads,contraction_sec,n_edges_contracted,n_super_edges,n_cycle_chains,n_subgraphs,partition_target_k,qubo_vars_total,qubo_vars_max,qubo_couplings_total,n_edges_solved,peak_rss_mb,apsp_sum,strong_connect_rate,flow_score,sample_score,strongly_connected,ok
v100_s4_p10__h2+3__nored__whole__r0,v100_s4_p10,100,4,0.1,0.09859154929577464,100,256,h2+3,2+3,False,False,0,1150970722,ok,,,2.608465375000378,,2026-08-27T11:10:39+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.0002924999862443656,253,3,0,1,,256,256,3549,256,222.75,1.3761995350328646,1.0,48.0,-2505.0,True,True
v100_s4_p10__h2+3__red__whole__r0,v100_s4_p10,100,4,0.1,0.09859154929577464,100,256,h2+3,2+3,True,False,0,1150970722,ok,,,2.5097432500042487,,2026-08-27T11:10:39+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.0002672499977052212,253,3,0,1,,253,253,3507,253,219.9375,1.3744199134199064,1.0,48.0,,True,True
v100_s4_p10__h2+3+4__nored__whole__r0,v100_s4_p10,100,4,0.1,0.09859154929577464,100,256,h2+3+4,2+3+4,False,False,0,1150970722,ok,,,9.557758749986533,,2026-08-27T11:10:40+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.00047724999603815377,253,3,0,1,,3106,3106,60605,256,224.9375,,0.0,748.0,1163.0,False,True
v100_s4_p10__h2+3+4__red__whole__r0,v100_s4_p10,100,4,0.1,0.09859154929577464,100,256,h2+3+4,2+3+4,True,False,0,1150970722,ok,,,9.574548375006998,,2026-08-27T11:10:39+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.00028720899717882276,253,3,0,1,,3112,3112,60795,253,227.296875,,0.0,540.0,,False,True
v100_s4_p30__h2__nored__whole__r0,v100_s4_p30,100,4,0.3,0.2992957746478873,100,199,h2,2,False,False,0,1942592369,ok,,,1.7615425410040189,,2026-08-27T11:10:41+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.0005351250001695007,181,16,0,1,,199,199,676,199,218.34375,1.4809975549142222,1.0,38.0,-390.0,True,True
v100_s4_p30__h2__red__whole__r0,v100_s4_p30,100,4,0.3,0.2992957746478873,100,199,h2,2,True,False,0,1942592369,ok,,,1.3269293339981232,,2026-08-27T11:10:40+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.0005468750023283064,181,16,0,1,,181,181,654,181,180.25,1.4710375982042607,1.0,38.0,,True,True
v100_s4_p30__h3__nored__whole__r0,v100_s4_p30,100,4,0.3,0.2992957746478873,100,199,h3,3,False,False,0,1942592369,ok,,,1.9500490840000566,,2026-08-27T11:10:43+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.0006187089893501252,181,16,0,1,,199,199,1929,199,220.109375,1.486287077120409,1.0,38.0,-878.0,True,True
v100_s4_p30__h3__red__whole__r0,v100_s4_p30,100,4,0.3,0.2992957746478873,100,199,h3,3,True,False,0,1942592369,ok,,,1.4958703339798376,,2026-08-27T11:10:43+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.0006341249973047525,181,16,0,1,,181,181,1854,181,181.0625,1.4856093474426777,1.0,38.0,,True,True
v100_s4_p30__h4__nored__whole__r0,v100_s4_p30,100,4,0.3,0.2992957746478873,100,199,h4,4,False,False,0,1942592369,ok,,,3.2617749579949304,,2026-08-27T11:10:44+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.0003212080046068877,181,16,0,1,,1598,1598,23297,199,163.671875,,0.0,402.0,-322.0,False,True
v100_s4_p30__h4__red__whole__r0,v100_s4_p30,100,4,0.3,0.2992957746478873,100,199,h4,4,True,False,0,1942592369,ok,,,3.35725991599611,,2026-08-27T11:10:43+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.0005933330103289336,181,16,0,1,,1570,1570,23938,181,164.1875,,0.0,390.0,,False,True
v100_s4_p30__h2+3__nored__whole__r0,v100_s4_p30,100,4,0.3,0.2992957746478873,100,199,h2+3,2+3,False,False,0,1942592369,ok,,,2.0148058340128046,,2026-08-27T11:10:46+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.0005631249805446714,181,16,0,1,,199,199,1929,199,220.390625,1.4871744428411036,1.0,38.0,-1302.0,True,True
v100_s4_p30__h2+3__red__whole__r0,v100_s4_p30,100,4,0.3,0.2992957746478873,100,199,h2+3,2+3,True,False,0,1942592369,ok,,,1.542794708017027,,2026-08-27T11:10:45+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.0005780000064987689,181,16,0,1,,181,181,1854,181,181.65625,1.507328843995505,1.0,38.0,,True,True
v100_s4_p30__h2+3+4__nored__whole__r0,v100_s4_p30,100,4,0.3,0.2992957746478873,100,199,h2+3+4,2+3+4,False,False,0,1942592369,ok,,,3.6017490409722086,,2026-08-27T11:10:49+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.0005311669956427068,181,16,0,1,,1598,1598,23386,199,165.109375,,0.0,438.0,-1045.0,False,True
v100_s4_p30__h2+3+4__red__whole__r0,v100_s4_p30,100,4,0.3,0.2992957746478873,100,199,h2+3+4,2+3+4,True,False,0,1942592369,ok,,,3.625315832992783,,2026-08-27T11:10:48+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.0005574169917963445,181,16,0,1,,1570,1570,23998,181,165.484375,,0.0,378.0,,False,True
v100_s4_p50__h2__nored__whole__r0,v100_s4_p50,100,4,0.5,0.5,100,142,h2,2,False,False,0,1569453426,ok,,,0.9553937909950037,,2026-08-27T11:10:49+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.0005433750047814101,93,33,0,1,,142,142,314,142,173.296875,1.8516887415334393,0.46,36.0,-183.0,True,True
v100_s4_p50__h2__red__whole__r0,v100_s4_p50,100,4,0.5,0.5,100,142,h2,2,True,False,0,1569453426,ok,,,0.4547906669904478,,2026-08-27T11:10:49+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.0005292909918352962,93,33,0,1,,93,93,255,93,151.859375,1.8500672184157065,1.0,36.0,,True,True
v100_s4_p50__h3__nored__whole__r0,v100_s4_p50,100,4,0.5,0.5,100,142,h3,3,False,False,0,1569453426,ok,,,1.2796651659882627,,2026-08-27T11:10:51+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.0002645410131663084,93,33,0,1,,142,142,751,142,205.015625,1.7492731402996577,0.84,36.0,-301.0,True,True
v100_s4_p50__h3__red__whole__r0,v100_s4_p50,100,4,0.5,0.5,100,142,h3,3,True,False,0,1569453426,ok,,,0.46811683298437856,,2026-08-27T11:10:51+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.00029066699789837003,93,33,0,1,,93,93,610,93,153.0,1.9282212840470407,1.0,36.0,,True,True
v100_s4_p50__h4__nored__whole__r0,v100_s4_p50,100,4,0.5,0.5,100,142,h4,4,False,False,0,1569453426,ok,,,0.8882649159932043,,2026-08-27T11:10:52+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.0005493329954333603,93,33,0,1,,628,628,5581,142,139.859375,,0.0,212.0,-25.0,False,True
v100_s4_p50__h4__red__whole__r0,v100_s4_p50,100,4,0.5,0.5,100,142,h4,4,True,False,0,1569453426,ok,,,0.803335042000981,,2026-08-27T11:10:51+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.0005558330158237368,93,33,0,1,,529,529,5558,93,139.859375,,0.0,104.0,,False,True
v100_s4_p50__h2+3__nored__whole__r0,v100_s4_p50,100,4,0.5,0.5,100,142,h2+3,2+3,False,False,0,1569453426,ok,,,1.2926238749932963,,2026-08-27T11:10:53+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.0002853749901987612,93,33,0,1,,142,142,751,142,204.125,1.8087536991627988,0.83,36.0,-520.0,True,True
v100_s4_p50__h2+3__red__whole__r0,v100_s4_p50,100,4,0.5,0.5,100,142,h2+3,2+3,True,False,0,1569453426,ok,,,0.5042404580162838,,2026-08-27T11:10:52+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.0005945419834461063,93,33,0,1,,93,93,610,93,152.96875,1.8040768848155266,1.0,36.0,,True,True
v100_s4_p50__h2+3+4__nored__whole__r0,v100_s4_p50,100,4,0.5,0.5,100,142,h2+3+4,2+3+4,False,False,0,1569453426,ok,,,1.0457453340059146,,2026-08-27T11:10:54+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.0005342910008039325,93,33,0,1,,628,628,5630,142,140.59375,,0.0,216.0,-433.0,False,True
v100_s4_p50__h2+3+4__red__whole__r0,v100_s4_p50,100,4,0.5,0.5,100,142,h2+3+4,2+3+4,True,False,0,1569453426,ok,,,0.8842282910190988,,2026-08-27T11:10:53+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.000537832995178178,93,33,0,1,,529,529,5584,93,140.53125,,0.0,88.0,,False,True
v100_s5_p0__h2__nored__whole__r0,v100_s5_p0,100,5,0.0,0.0,100,283,h2,2,False,False,0,220386057,ok,,,2.264716750010848,,2026-08-27T11:10:54+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.0003747080045286566,283,0,0,1,,283,283,1413,283,219.4375,1.3229479316979327,1.0,48.0,-788.0,True,True
v100_s5_p0__h2__red__whole__r0,v100_s5_p0,100,5,0.0,0.0,100,283,h2,2,True,False,0,220386057,ok,,,2.3367825410095975,,2026-08-27T11:10:54+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.00036329097929410636,283,0,0,1,,283,283,1413,283,220.296875,1.3229479316979327,1.0,48.0,-788.0,True,True
v100_s5_p0__h3__nored__whole__r0,v100_s5_p0,100,5,0.0,0.0,100,283,h3,3,False,False,0,220386057,ok,,,2.82244854097371,,2026-08-27T11:10:54+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.0003546670195646584,283,0,0,1,,283,283,4457,283,225.265625,1.3563576238576225,1.0,48.0,-2386.0,True,True
v100_s5_p0__h3__red__whole__r0,v100_s5_p0,100,5,0.0,0.0,100,283,h3,3,True,False,0,220386057,ok,,,2.9448012089997064,,2026-08-27T11:10:54+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.0003801660204771906,283,0,0,1,,283,283,4457,283,225.890625,1.3563576238576225,1.0,48.0,-2386.0,True,True
v100_s5_p0__h4__nored__whole__r0,v100_s5_p0,100,5,0.0,0.0,100,283,h4,4,False,False,0,220386057,ok,,,12.587336791999405,,2026-08-27T11:10:55+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.00038712500827386975,283,0,0,1,,3901,3901,85119,283,243.375,,0.0,896.0,19897.0,False,True
v100_s5_p0__h4__red__whole__r0,v100_s5_p0,100,5,0.0,0.0,100,283,h4,4,True,False,0,220386057,ok,,,12.803996458009351,,2026-08-27T11:10:55+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.00039049997576512396,283,0,0,1,,3901,3901,85119,283,247.984375,,0.0,896.0,19897.0,False,True
v100_s5_p0__h2+3__nored__whole__r0,v100_s5_p0,100,5,0.0,0.0,100,283,h2+3,2+3,False,False,0,220386057,ok,,,3.060698332992615,,2026-08-27T11:10:56+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.00039766699774190784,283,0,0,1,,283,283,4457,283,225.046875,1.3507976992143613,1.0,48.0,-3223.0,True,True
v100_s5_p0__h2+3__red__whole__r0,v100_s5_p0,100,5,0.0,0.0,100,283,h2+3,2+3,True,False,0,220386057,ok,,,2.9957518330193125,,2026-08-27T11:10:55+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.0003656659973785281,283,0,0,1,,283,283,4457,283,226.859375,1.3507976992143613,1.0,48.0,-3223.0,True,True
v100_s5_p0__h2+3+4__nored__whole__r0,v100_s5_p0,100,5,0.0,0.0,100,283,h2+3+4,2+3+4,False,False,0,220386057,ok,,,14.084766915999353,,2026-08-27T11:10:56+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.0003563330101314932,283,0,0,1,,3901,3901,85184,283,248.6875,,0.0,744.0,2743.0,False,True
v100_s5_p0__h2+3+4__red__whole__r0,v100_s5_p0,100,5,0.0,0.0,100,283,h2+3+4,2+3+4,True,False,0,220386057,ok,,,14.30042779102223,,2026-08-27T11:10:56+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.00042383300024084747,283,0,0,1,,3901,3901,85184,283,248.75,,0.0,744.0,2743.0,False,True
v100_s5_p10__h2__nored__whole__r0,v100_s5_p10,100,5,0.1,0.0989399293286219,100,255,h2,2,False,False,0,1190183112,ok,,,2.228907665994484,,2026-08-27T11:10:57+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.0005267089873086661,250,5,0,1,,255,255,1158,255,219.6875,1.3324772727272736,1.0,46.0,-649.0,True,True
v100_s5_p10__h2__red__whole__r0,v100_s5_p10,100,5,0.1,0.0989399293286219,100,255,h2,2,True,False,0,1190183112,ok,,,1.9808511659794021,,2026-08-27T11:10:57+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.0005487089802045375,250,5,0,1,,250,250,1149,250,214.15625,1.359058601891935,1.0,46.0,,True,True
v100_s5_p10__h3__nored__whole__r0,v100_s5_p10,100,5,0.1,0.0989399293286219,100,255,h3,3,False,False,0,1190183112,ok,,,2.6324254579958506,,2026-08-27T11:10:57+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.0002864580019377172,250,5,0,1,,255,255,3561,255,222.0625,1.3906281064614403,1.0,46.0,-1819.0,True,True
v100_s5_p10__h3__red__whole__r0,v100_s5_p10,100,5,0.1,0.0989399293286219,100,255,h3,3,True,False,0,1190183112,ok,,,2.5294852090009954,,2026-08-27T11:10:57+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.0008505000150762498,250,5,0,1,,250,250,3551,250,217.8125,1.403553631553625,1.0,46.0,,True,True
v100_s5_p10__h4__nored__whole__r0,v100_s5_p10,100,5,0.1,0.0989399293286219,100,255,h4,4,False,False,0,1190183112,ok,,,8.93284558400046,,2026-08-27T11:10:59+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.0005538749974220991,250,5,0,1,,3032,3032,60537,255,220.375,,0.0,718.0,9112.0,False,True
v100_s5_p10__h4__red__whole__r0,v100_s5_p10,100,5,0.1,0.0989399293286219,100,255,h4,4,True,False,0,1190183112,ok,,,8.901886959007243,,2026-08-27T11:10:59+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.0005694999999832362,250,5,0,1,,3036,3036,60818,250,222.28125,,0.0,634.0,,False,True
v100_s5_p10__h2+3__nored__whole__r0,v100_s5_p10,100,5,0.1,0.0989399293286219,100,255,h2+3,2+3,False,False,0,1190183112,ok,,,2.582526042009704,,2026-08-27T11:11:00+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.0003917909925803542,250,5,0,1,,255,255,3561,255,223.296875,1.391961079044409,1.0,46.0,-2524.0,True,True
v100_s5_p10__h2+3__red__whole__r0,v100_s5_p10,100,5,0.1,0.0989399293286219,100,255,h2+3,2+3,True,False,0,1190183112,ok,,,2.4961242499994114,,2026-08-27T11:11:00+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.0005130000063218176,250,5,0,1,,250,250,3551,250,219.390625,1.406686427769758,1.0,46.0,,True,True
v100_s5_p10__h2+3+4__nored__whole__r0,v100_s5_p10,100,5,0.1,0.0989399293286219,100,255,h2+3+4,2+3+4,False,False,0,1190183112,ok,,,9.848610333981924,,2026-08-27T11:11:00+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.0005743330111727118,250,5,0,1,,3032,3032,60621,255,222.640625,,0.0,650.0,652.0,False,True
v100_s5_p10__h2+3+4__red__whole__r0,v100_s5_p10,100,5,0.1,0.0989399293286219,100,255,h2+3+4,2+3+4,True,False,0,1190183112,ok,,,9.857247249979991,,2026-08-27T11:11:00+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.0005127500044181943,250,5,0,1,,3036,3036,60892,250,225.75,,0.0,526.0,,False,True
v100_s5_p30__h2__nored__whole__r0,v100_s5_p30,100,5,0.3,0.3003533568904594,100,198,h2,2,False,False,0,1644090929,ok,,,1.7524541250022594,,2026-08-27T11:11:02+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.000507416989421472,184,14,0,1,,198,198,688,198,218.359375,1.4926891534391513,1.0,48.0,-383.0,True,True
v100_s5_p30__h2__red__whole__r0,v100_s5_p30,100,5,0.3,0.3003533568904594,100,198,h2,2,True,False,0,1644090929,ok,,,1.4239252079860307,,2026-08-27T11:11:01+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.0005326249811332673,184,14,0,1,,184,184,668,184,204.125,1.5247656325156316,1.0,48.0,,True,True
v100_s5_p30__h3__nored__whole__r0,v100_s5_p30,100,5,0.3,0.3003533568904594,100,198,h3,3,False,False,0,1644090929,ok,,,2.0220926659822,,2026-08-27T11:11:04+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.0005590000073425472,184,14,0,1,,198,198,1947,198,220.5625,1.5185123456790115,1.0,48.0,-892.0,True,True
v100_s5_p30__h3__red__whole__r0,v100_s5_p30,100,5,0.3,0.3003533568904594,100,198,h3,3,True,False,0,1644090929,ok,,,1.6338295000023209,,2026-08-27T11:11:04+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.0005894589994568378,184,14,0,1,,184,184,1918,184,206.234375,1.5484742664742677,1.0,48.0,,True,True
v100_s5_p30__h4__nored__whole__r0,v100_s5_p30,100,5,0.3,0.3003533568904594,100,198,h4,4,False,False,0,1644090929,ok,,,3.575675207976019,,2026-08-27T11:11:04+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.0005869579908903688,184,14,0,1,,1570,1570,24455,198,165.609375,,0.0,396.0,-409.0,False,True
v100_s5_p30__h4__red__whole__r0,v100_s5_p30,100,5,0.3,0.3003533568904594,100,198,h4,4,True,False,0,1644090929,ok,,,3.5980843330034986,,2026-08-27T11:11:04+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.00031112501164898276,184,14,0,1,,1540,1540,24754,184,173.28125,,0.0,304.0,,False,True
v100_s5_p30__h2+3__nored__whole__r0,v100_s5_p30,100,5,0.3,0.3003533568904594,100,198,h2+3,2+3,False,False,0,1644090929,ok,,,2.0577247499895748,,2026-08-27T11:11:07+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.0004668750043492764,184,14,0,1,,198,198,1947,198,221.1875,1.5259659692159688,1.0,48.0,-1328.0,True,True
v100_s5_p30__h2+3__red__whole__r0,v100_s5_p30,100,5,0.3,0.3003533568904594,100,198,h2+3,2+3,True,False,0,1644090929,ok,,,1.6909578749909997,,2026-08-27T11:11:07+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.0003020000003743917,184,14,0,1,,184,184,1918,184,207.015625,1.533720017636682,1.0,48.0,,True,True
v100_s5_p30__h2+3+4__nored__whole__r0,v100_s5_p30,100,5,0.3,0.3003533568904594,100,198,h2+3+4,2+3+4,False,False,0,1644090929,ok,,,3.9257057089998852,,2026-08-27T11:11:10+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.0004942500090692192,184,14,0,1,,1570,1570,24515,198,171.328125,,0.0,276.0,-1851.0,False,True
v100_s5_p30__h2+3+4__red__whole__r0,v100_s5_p30,100,5,0.3,0.3003533568904594,100,198,h2+3+4,2+3+4,True,False,0,1644090929,ok,,,3.9575799579906743,,2026-08-27T11:11:09+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.0005531669885385782,184,14,0,1,,1540,1540,24803,184,175.3125,,0.0,296.0,,False,True
v100_s5_p50__h2__nored__whole__r0,v100_s5_p50,100,5,0.5,0.5017667844522968,100,141,h2,2,False,False,0,388064837,ok,,,0.7618888339784462,,2026-08-27T11:11:10+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.0005688749952241778,88,40,0,1,,141,141,317,141,150.140625,1.8247437004634064,0.18,32.0,-189.0,True,True
v100_s5_p50__h2__red__whole__r0,v100_s5_p50,100,5,0.5,0.5017667844522968,100,141,h2,2,True,False,0,388064837,ok,,,0.40928804100258276,,2026-08-27T11:11:10+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.00032304198248311877,88,40,0,1,,88,88,251,88,151.921875,1.8434985471879557,1.0,32.0,,True,True
v100_s5_p50__h3__nored__whole__r0,v100_s5_p50,100,5,0.5,0.5017667844522968,100,141,h3,3,False,False,0,388064837,ok,,,1.2205143329920247,,2026-08-27T11:11:12+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.0005790840077679604,88,40,0,1,,141,141,811,141,193.5625,1.770232886361676,0.7,32.0,-305.0,True,True
v100_s5_p50__h3__red__whole__r0,v100_s5_p50,100,5,0.5,0.5017667844522968,100,141,h3,3,True,False,0,388064837,ok,,,0.4676840830070432,,2026-08-27T11:11:12+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.0003936669963877648,88,40,0,1,,88,88,665,88,155.203125,1.9511085738055483,1.0,32.0,,True,True
v100_s5_p50__h4__nored__whole__r0,v100_s5_p50,100,5,0.5,0.5017667844522968,100,141,h4,4,False,False,0,388064837,ok,,,0.9373021250066813,,2026-08-27T11:11:13+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.0005559159908443689,88,40,0,1,,616,616,5755,141,140.34375,,0.0,200.0,-53.0,False,True
v100_s5_p50__h4__red__whole__r0,v100_s5_p50,100,5,0.5,0.5017667844522968,100,141,h4,4,True,False,0,388064837,ok,,,0.8229204999806825,,2026-08-27T11:11:13+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.0005659580056089908,88,40,0,1,,499,499,6131,88,140.6875,,0.0,92.0,,False,True
v100_s5_p50__h2+3__nored__whole__r0,v100_s5_p50,100,5,0.5,0.5017667844522968,100,141,h2+3,2+3,False,False,0,388064837,ok,,,1.21377733402187,,2026-08-27T11:11:14+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.0006194589950609952,88,40,0,1,,141,141,811,141,192.59375,1.8023905897693813,0.69,32.0,-526.0,True,True
v100_s5_p50__h2+3__red__whole__r0,v100_s5_p50,100,5,0.5,0.5017667844522968,100,141,h2+3,2+3,True,False,0,388064837,ok,,,0.48701283399714157,,2026-08-27T11:11:13+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.000591500021982938,88,40,0,1,,88,88,665,88,155.296875,2.0250736084902785,1.0,32.0,,True,True
v100_s5_p50__h2+3+4__nored__whole__r0,v100_s5_p50,100,5,0.5,0.5017667844522968,100,141,h2+3+4,2+3+4,False,False,0,388064837,ok,,,1.0916357910027727,,2026-08-27T11:11:15+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.0005965839955024421,88,40,0,1,,616,616,5792,141,140.78125,,0.0,172.0,-489.0,False,True
v100_s5_p50__h2+3+4__red__whole__r0,v100_s5_p50,100,5,0.5,0.5017667844522968,100,141,h2+3+4,2+3+4,True,False,0,388064837,ok,,,0.9392024590051733,,2026-08-27T11:11:14+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.0005866249848622829,88,40,0,1,,499,499,6150,88,141.71875,,0.0,100.0,,False,True
v100_s6_p0__h2__nored__whole__r0,v100_s6_p0,100,6,0.0,0.0,100,284,h2,2,False,False,0,283448393,ok,,,2.2509736249921843,,2026-08-27T11:11:15+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.00038566699367947876,284,0,0,1,,284,284,1414,284,219.625,1.3199858104858064,1.0,48.0,-789.0,True,True
v100_s6_p0__h2__red__whole__r0,v100_s6_p0,100,6,0.0,0.0,100,284,h2,2,True,False,0,283448393,ok,,,2.3439222080050968,,2026-08-27T11:11:15+00:00,iyohwan-ui-Macmini.local,3.12.14,1576f4d,dwave.samplers.SimulatedAnnealingSampler,100,0.00039008300518617034,284,0,0,1,,284,284,1414,284,220.484375,1.3199858104858064,1.0,48.0,-789.0,True,True
