vertices,remove_ratio_target,hop_key,use_reduction,n_runs,n_ok,n_timeout,n_error,n_sc,time_mean,time_std,n_subgraphs_mean,qubo_vars_mean,n_edges_mean,n_edges_solved_mean,sc_rate,apsp_mean,apsp_std,apsp_min,apsp_max
100,0.0,h2,False,2,2,0,0,2,0.6258135000243783,0.01618514386164495,1.0,148.0,148.0,148.0,1.0,2.1991911927858965,0.13921531997579645,2.100751095985956,2.2976312895858375
100,0.0,h2,True,2,2,0,0,2,0.6060176870087162,0.024210658757079513,1.0,144.0,148.0,144.0,1.0,2.104003071003076,0.09597547106543301,2.036138164585135,2.1718679774210172
100,0.0,h3,False,2,2,0,0,2,1.280775833496591,0.004992055771844477,1.0,148.0,148.0,148.0,1.0,1.7969022744931855,0.035671382272576255,1.7716787981939492,1.8221257507924218
100,0.0,h3,True,2,2,0,0,2,1.219239104015287,0.0034139412390882928,1.0,144.0,148.0,144.0,1.0,1.772999680033771,0.007444340753605048,1.7677357362054336,1.7782636238621086
100,0.0,h4,False,2,2,0,0,2,1.9747703750035726,0.14704067442646837,3.0,113.0,148.0,148.0,1.0,1.8182674544871587,0.045150540837589175,1.7863412008866593,1.8501937080876583
100,0.0,h4,True,2,2,0,0,2,2.0752060624945443,0.07401478230799524,3.0,100.5,148.0,144.0,1.0,1.7993692734033706,0.054923504679937965,1.7605324907976554,1.8382060560090858
100,0.0,h2+3,False,2,2,0,0,2,1.3205289375036955,0.009937943869366507,1.0,148.0,148.0,148.0,1.0,1.7757291937860158,0.005278526699873066,1.7719967117618614,1.7794616758101705
100,0.0,h2+3,True,2,2,0,0,2,1.2580971669522114,0.008567128981442441,1.0,144.0,148.0,144.0,1.0,1.7625050101413762,0.031341334646755724,1.7403433398812183,1.7846666804015339
100,0.0,h2+3+4,False,2,2,0,0,2,2.405155354004819,0.15408873294676456,3.0,113.0,148.0,148.0,1.0,1.7965860929194322,0.06903168809300948,1.7477733181521105,1.8453988676867537
100,0.0,h2+3+4,True,2,2,0,0,2,2.470563457987737,0.05784811156645693,3.0,100.5,148.0,144.0,1.0,1.7750171156004524,0.06124305068757568,1.7317117391587162,1.8183224920421888
100,0.1,h2,False,2,2,0,0,2,0.4965622920135502,0.007130111231516349,1.0,133.0,133.0,133.0,1.0,2.609645323832609,0.36339501002240227,2.352686247996415,2.866604399668803
100,0.1,h2,True,2,2,0,0,2,0.3433092084887903,0.0027400974662551507,1.0,99.0,133.0,99.0,1.0,2.5499288693332827,0.41224686440061525,2.2584263159927165,2.841431422673849
100,0.1,h3,False,2,2,0,0,2,0.7652207085338887,0.027431559157022528,1.0,133.0,133.0,133.0,1.0,2.0539263837065787,0.015403129914014215,2.043034726092882,2.0648180413202755
100,0.1,h3,True,2,2,0,0,2,0.5779008755052928,0.08875486442202618,1.0,99.0,133.0,99.0,1.0,2.11417850013673,0.13473938267555663,2.018903368953955,2.2094536313195055
100,0.1,h4,False,2,2,0,0,1,1.49467949999962,0.0057174886866620325,3.5,135.0,133.0,133.0,0.5,2.49538664947155,,2.49538664947155,2.49538664947155
100,0.1,h4,True,2,1,0,1,1,1.0029090624884702,0.19960955579519354,4.0,114.0,133.0,99.0,0.5,2.372373890625461,,2.372373890625461,2.372373890625461
100,0.1,h2+3,False,2,2,0,0,2,0.8485376250173431,0.005348319542630333,1.0,133.0,133.0,133.0,1.0,2.054570702260216,0.03623526919222732,2.028948497696272,2.08019290682416
